 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Lofthiti (°C)	
14:00 19.12.2019 	 2,96 	 3,23 	 2 	 4 	 67 	 3 	  
13:50 19.12.2019 	 3,04 	 3,32 	 3 	 5 	 57 	 2,9 	  
13:40 19.12.2019 	 3,11 	 3,41 	 3 	 6 	 74 	 3,3 	  
13:30 19.12.2019 	 3,19 	 3,49 	 4 	 6 	 72 	 3,1 	  
13:20 19.12.2019 	 3,25 	 3,59 	 2 	 5 	 104 	 2,8 	  
13:10 19.12.2019 	 3,31 	 3,65 	 1 	 4 	 142 	 1,9 	  
13:00 19.12.2019 	 3,36 	 3,71 	 1 	 1 	 116 	 2,5 	  
12:50 19.12.2019 	 3,41 	 3,72 	 1 	 3 	 75 	 2,4 	  
12:40 19.12.2019 	 3,44 	 3,76 	 2 	 4 	 25 	 2,3 	  
12:30 19.12.2019 	 3,47 	 3,79 	 2 	 5 	 1 	 2 	  
12:20 19.12.2019 	 3,5 	 3,83 	 2 	 5 	 20 	 2,5 	  
12:10 19.12.2019 	 3,51 	 3,85 	 7 	 10 	 333 	 2,1 	  
12:00 19.12.2019 	 3,52 	 3,85 	 4 	 6 	 343 	 1,8 	  
11:50 19.12.2019 	 3,52 	 3,86 	 6 	 10 	 336 	 2,5 	  
11:40 19.12.2019 	 3,51 	 3,83 	 6 	 9 	 327 	 1,8 	  
11:30 19.12.2019 	 3,49 	 3,8 	 4 	 11 	 345 	 1,4 	  
11:20 19.12.2019 	 3,46 	 3,78 	 5 	 9 	 343 	 1,2 	  
11:10 19.12.2019 	 3,43 	 3,71 	 5 	 10 	 337 	 1,3 	  
11:00 19.12.2019 	 3,39 	 3,68 	 4 	 8 	 351 	 1,9 	  
10:50 19.12.2019 	 3,34 	 3,62 	 4 	 8 	 343 	 1,5 	  
10:40 19.12.2019 	 3,28 	 3,55 	 3 	 6 	 310 	 1,2 	  
10:30 19.12.2019 	 3,22 	 3,47 	 1 	 2 	 236 	 1,1 	  
10:20 19.12.2019 	 3,15 	 3,42 	 2 	 3 	 145 	 1,1 	  
10:10 19.12.2019 	 3,08 	 3,35 	 2 	 5 	 17 	 1,7 	  
10:00 19.12.2019 	 3 	 3,27 	 5 	 10 	 334 	 1,6 	  
09:50 19.12.2019 	 2,91 	 3,21 	 5 	 9 	 342 	 1,8 	  
09:40 19.12.2019 	 2,83 	 3,1 	 6 	 9 	 335 	 1,3 	  
09:30 19.12.2019 	 2,74 	 3,01 	 8 	 11 	 331 	 1 	  
09:20 19.12.2019 	 2,64 	 2,9 	 8 	 12 	 333 	 0,9 	  
09:10 19.12.2019 	 2,54 	 2,82 	 7 	 10 	 341 	 1,1 	  
09:00 19.12.2019 	 2,45 	 2,74 	 7 	 11 	 342 	 1,2 	  
08:50 19.12.2019 	 2,35 	 2,62 	 7 	 10 	 346 	 1,5 	  
08:40 19.12.2019 	 2,25 	 2,55 	 7 	 10 	 344 	 1,2 	  
08:30 19.12.2019 	 2,15 	 2,45 	 7 	 11 	 345 	 0,6 	  
08:20 19.12.2019 	 2,05 	 2,38 	 6 	 11 	 345 	 0,9 	  
08:10 19.12.2019 	 1,96 	 2,3 	 4 	 7 	 1 	 1,1 	  
08:00 19.12.2019 	 1,86 	 2,23 	 3 	 6 	 6 	 1,1 	  
07:50 19.12.2019 	 1,77 	 2,17 	 3 	 6 	 7 	 0,6 	  
07:40 19.12.2019 	 1,69 	 2,06 	 2 	 4 	 40 	 0,8 	  
07:30 19.12.2019 	 1,6 	 1,97 	 4 	 6 	 2 	 0,7 	  
07:20 19.12.2019 	 1,52 	 1,9 	 4 	 8 	 343 	 0,9 	  
07:10 19.12.2019 	 1,45 	 1,81 	 2 	 7 	 9 	 0,8 	  
07:00 19.12.2019 	 1,38 	 1,75 	 1 	 3 	 354 	 0,8 	  
06:50 19.12.2019 	 1,32 	 1,7 	 1 	 2 	 286 	 0,7 	  
06:40 19.12.2019 	 1,27 	 1,63 	 1 	 1 	 282 	 0,1 	  
06:30 19.12.2019 	 1,22 	 1,55 	 1 	 1 	 337 	 0,4 	  
06:20 19.12.2019 	 1,18 	 1,49 	 1 	 2 	 336 	 0,4 	  
06:10 19.12.2019 	 1,15 	 1,46 	 1 	 2 	 124 	 0,2 	  
06:00 19.12.2019 	 1,13 	 1,45 	 1 	 2 	 130 	 0,8 	  
05:50 19.12.2019 	 1,11 	 1,44 	 2 	 3 	 16 	 0,6 	  
05:40 19.12.2019 	 1,1 	 1,41 	 1 	 2 	 100 	 0,8 	  
05:30 19.12.2019 	 1,11 	 1,42 	 1 	 3 	 97 	 0,6 	  
05:20 19.12.2019 	 1,12 	 1,41 	 2 	 3 	 60 	 0,3 	  
05:10 19.12.2019 	 1,14 	 1,44 	 1 	 3 	 79 	 0,6 	  
05:00 19.12.2019 	 1,16 	 1,5 	 2 	 4 	 34 	 0,7 	  
04:50 19.12.2019 	 1,2 	 1,56 	 2 	 6 	 309 	 0,9 	  
04:40 19.12.2019 	 1,24 	 1,62 	 1 	 2 	 119 	 0,3 	  
04:30 19.12.2019 	 1,29 	 1,71 	 1 	 2 	 125 	 0,2 	  
04:20 19.12.2019 	 1,35 	 1,76 	 1 	 3 	 144 	 -0 	  
04:10 19.12.2019 	 1,41 	 1,79 	 1 	 3 	 143 	 0,1 	  
04:00 19.12.2019 	 1,48 	 1,85 	 1 	 2 	 304 	 -0,4 	  
