 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	Selta (PSU)	
09:40 30.12.2019 	 3,88 	 4,05 	 1 	 3 	 104 	 1008 	 -0,6 	 2,4 	 27,58 	  
09:30 30.12.2019 	 3,91 	 4,05 	 2 	 4 	 97 	 1008 	 -0,6 	 2,5 	 27,73 	  
09:20 30.12.2019 	 3,94 	 4,07 	 2 	 3 	 91 	 1007 	 -0,5 	 2,8 	 27,91 	  
09:10 30.12.2019 	 3,95 	 4,08 	 1 	 2 	 97 	 1007 	 -0,4 	 2,6 	 27,55 	  
09:00 30.12.2019 	 3,96 	 4,1 	 2 	 3 	 93 	 1007 	 -0,3 	 2,5 	 27,55 	  
08:50 30.12.2019 	 3,96 	 4,11 	 2 	 3 	 87 	 1007 	 -0,3 	 2,5 	 27,54 	  
08:40 30.12.2019 	 3,94 	 4,14 	 2 	 2 	 88 	 1006 	 -0,2 	 2,6 	 27,53 	  
08:30 30.12.2019 	 3,92 	 4,15 	 1 	 2 	 81 	 1006 	 -0,2 	 2,5 	 27,55 	  
08:20 30.12.2019 	 3,89 	 4,15 	 1 	 2 	 87 	 1006 	 -0,6 	 2,4 	 27,5 	  
08:10 30.12.2019 	 3,85 	 4,12 	 1 	 2 	 97 	 1006 	 -0,7 	 2,4 	 27,5 	  
08:00 30.12.2019 	 3,79 	 4,11 	 0 	 2 	 132 	 1006 	 -1,6 	 2,5 	 27,55 	  
07:50 30.12.2019 	 3,73 	 4,04 	 1 	 2 	 87 	 1006 	 -1,4 	 2,5 	 27,52 	  
07:40 30.12.2019 	 3,67 	 3,98 	 0 	 1 	 67 	 1005 	 -1,5 	 2,6 	 27,52 	  
07:30 30.12.2019 	 3,59 	 3,88 	 0 	 1 	 92 	 1005 	 -1,7 	 2,6 	 27,65 	  
07:20 30.12.2019 	 3,51 	 3,79 	 1 	 1 	 94 	 1005 	 -1,6 	 2,5 	 27,71 	  
07:10 30.12.2019 	 3,41 	 3,65 	 1 	 2 	 139 	 1005 	 -1,6 	 2,6 	 27,49 	  
07:00 30.12.2019 	 3,32 	 3,54 	 1 	 2 	 195 	 1005 	 -1,3 	 2,5 	 27,62 	  
06:50 30.12.2019 	 3,21 	 3,42 	 1 	 2 	 163 	 1005 	 -0,6 	 2,5 	 27,46 	  
06:40 30.12.2019 	 3,1 	 3,28 	 1 	 2 	 141 	 1004 	 -0,6 	 2,6 	 27,52 	  
06:30 30.12.2019 	 2,99 	 3,15 	 0 	 1 	 142 	 1004 	 -0,8 	 2,6 	 27,47 	  
06:20 30.12.2019 	 2,87 	 3,03 	 1 	 1 	 111 	 1004 	 -0,1 	 2,6 	 27,46 	  
06:10 30.12.2019 	 2,75 	 2,89 	 1 	 2 	 119 	 1004 	 -0,8 	 2,6 	 27,44 	  
06:00 30.12.2019 	 2,62 	 2,75 	 2 	 3 	 134 	 1004 	 -1 	 2,6 	 27,56 	  
05:50 30.12.2019 	 2,49 	 2,62 	 1 	 3 	 175 	 1003 	 -1,1 	 2,6 	 27,52 	  
05:40 30.12.2019 	 2,37 	 2,47 	 2 	 2 	 198 	 1003 	 -0,9 	 2,7 	 27,57 	  
05:30 30.12.2019 	 2,24 	 2,33 	 2 	 3 	 194 	 1003 	 -1,5 	 2,8 	 28,19 	  
05:20 30.12.2019 	 2,11 	 2,18 	 2 	 3 	 211 	 1003 	 -1,5 	 2,7 	 27,77 	  
05:10 30.12.2019 	 1,99 	 2,05 	 2 	 3 	 227 	 1002 	 -0,9 	 2,7 	 27,69 	  
05:00 30.12.2019 	 1,86 	 1,91 	 1 	 1 	 42 	 1002 	 -0,8 	 2,7 	 27,65 	  
04:50 30.12.2019 	 1,74 	 1,77 	 1 	 1 	 56 	 1002 	 -0,7 	 2,7 	 27,61 	  
04:40 30.12.2019 	 1,63 	 1,65 	 1 	 2 	 78 	 1002 	 -0 	 2,7 	 27,68 	  
04:30 30.12.2019 	 1,52 	 1,53 	 1 	 2 	 81 	 1001 	 0,4 	 2,7 	 27,61 	  
04:20 30.12.2019 	 1,42 	 1,43 	 0 	 1 	 59 	 1001 	 0,3 	 2,7 	 27,62 	  
04:10 30.12.2019 	 1,32 	 1,34 	 1 	 2 	 107 	 1001 	 1 	 2,8 	 27,52 	  
04:00 30.12.2019 	 1,23 	 1,26 	 3 	 5 	 194 	 1001 	 0,9 	 2,7 	 27,5 	  
03:50 30.12.2019 	 1,15 	 1,19 	 5 	 5 	 203 	 1000 	 0,9 	 2,7 	 27,37 	  
03:40 30.12.2019 	 1,08 	 1,12 	 4 	 6 	 204 	 1000 	 1,8 	 2,7 	 27,33 	  
03:30 30.12.2019 	 1,02 	 1,07 	 5 	 6 	 201 	 1000 	 1,9 	 2,7 	 27,3 	  
03:20 30.12.2019 	 0,97 	 1,03 	 5 	 7 	 200 	 1000 	 2,1 	 2,7 	 27,27 	  
03:10 30.12.2019 	 0,93 	 1,01 	 5 	 7 	 199 	 1000 	 1,8 	 2,8 	 27,24 	  
03:00 30.12.2019 	 0,9 	 1 	 5 	 7 	 193 	 1000 	 1,8 	 2,7 	 27,23 	  
02:50 30.12.2019 	 0,88 	 0,98 	 5 	 7 	 193 	 999 	 1,7 	 2,8 	 27,25 	  
02:40 30.12.2019 	 0,87 	 1 	 5 	 7 	 194 	 999 	 1,5 	 2,8 	 27,29 	  
02:30 30.12.2019 	 0,87 	 0,99 	 5 	 7 	 196 	 999 	 1,7 	 2,8 	 27,17 	  
02:20 30.12.2019 	 0,89 	 1,02 	 5 	 7 	 198 	 999 	 1,5 	 2,8 	 27,22 	  
02:10 30.12.2019 	 0,92 	 1,04 	 4 	 6 	 196 	 999 	 1,5 	 2,8 	 27,23 	  
02:00 30.12.2019 	 0,95 	 1,08 	 3 	 5 	 193 	 999 	 1,4 	 2,8 	 27,22 	  
01:50 30.12.2019 	 1 	 1,13 	 5 	 7 	 194 	 999 	 1,5 	 2,8 	 27,2 	  
01:40 30.12.2019 	 1,06 	 1,15 	 5 	 8 	 195 	 998 	 1,8 	 2,8 	 27,21 	  
01:30 30.12.2019 	 1,13 	 1,2 	 4 	 6 	 189 	 998 	 2 	 2,8 	 27,25 	  
01:20 30.12.2019 	 1,21 	 1,26 	 5 	 8 	 194 	 998 	 2 	 2,7 	 27,24 	  
01:10 30.12.2019 	 1,29 	 1,35 	 4 	 7 	 193 	 998 	 1,8 	 2,7 	 27,27 	  
01:00 30.12.2019 	 1,39 	 1,44 	 4 	 6 	 190 	 998 	 1,9 	 2,7 	 27,24 	  
00:50 30.12.2019 	 1,49 	 1,56 	 4 	 6 	 170 	 997 	 2,1 	 2,7 	 27,28 	  
00:40 30.12.2019 	 1,6 	 1,71 	 4 	 6 	 189 	 997 	 2 	 2,6 	 27,27 	  
00:30 30.12.2019 	 1,71 	 1,86 	 4 	 6 	 171 	 997 	 2 	 2,6 	 27,27 	  
00:20 30.12.2019 	 1,82 	 2,02 	 3 	 4 	 194 	 997 	 2,3 	 2,6 	 27,25 	  
00:10 30.12.2019 	 1,94 	 2,2 	 4 	 6 	 198 	 997 	 1,6 	 2,6 	 27,17 	  
00:00 30.12.2019 	 2,06 	 2,35 	 5 	 7 	 193 	 996 	 1,5 	 2,6 	 27,23 	  
23:50 29.12.2019 	 2,18 	 2,51 	 5 	 8 	 192 	 996 	 1,7 	 2,6 	 27,25 	  
23:40 29.12.2019 	 2,31 	 2,65 	 5 	 8 	 193 	 996 	 1,7 	 2,6 	 27,27 	  
23:30 29.12.2019 	 2,43 	 2,8 	 4 	 6 	 187 	 996 	 1,7 	 2,6 	 27,31 	  
23:20 29.12.2019 	 2,55 	 2,9 	 5 	 8 	 193 	 995 	 1,4 	 2,6 	 27,25 	  
23:10 29.12.2019 	 2,66 	 3 	 4 	 6 	 183 	 995 	 1,7 	 2,6 	 27,29 	  
23:00 29.12.2019 	 2,78 	 3,09 	 5 	 7 	 192 	 995 	 1,3 	 2,6 	 27,3 	  
22:50 29.12.2019 	 2,89 	 3,2 	 6 	 8 	 193 	 995 	 1,1 	 2,6 	 27,28 	  
22:40 29.12.2019 	 2,99 	 3,28 	 5 	 7 	 193 	 995 	 1,5 	 2,6 	 27,28 	  
22:30 29.12.2019 	 3,09 	 3,39 	 6 	 8 	 191 	 994 	 1,4 	 2,6 	 27,23 	  
22:20 29.12.2019 	 3,18 	 3,49 	 7 	 9 	 192 	 994 	 1,3 	 2,6 	 27,17 	  
22:10 29.12.2019 	 3,27 	 3,59 	 7 	 9 	 190 	 994 	 1,3 	 2,6 	 27,17 	  
22:00 29.12.2019 	 3,35 	 3,69 	 7 	 9 	 191 	 993 	 1,5 	 2,6 	 27,06 	  
21:50 29.12.2019 	 3,42 	 3,77 	 6 	 9 	 193 	 993 	 1,5 	 2,6 	 27,14 	  
21:40 29.12.2019 	 3,48 	 3,84 	 7 	 9 	 190 	 993 	 1,7 	 2,6 	 27,11 	  
21:30 29.12.2019 	 3,54 	 3,91 	 7 	 9 	 190 	 993 	 1,7 	 2,6 	 27,34 	  
21:20 29.12.2019 	 3,59 	 3,92 	 6 	 9 	 190 	 993 	 1,7 	 2,6 	 27,22 	  
21:10 29.12.2019 	 3,62 	 3,96 	 8 	 10 	 192 	 992 	 1,7 	 2,6 	 27,26 	  
21:00 29.12.2019 	 3,65 	 3,96 	 7 	 9 	 193 	 992 	 1,6 	 2,6 	 27,22 	  
20:50 29.12.2019 	 3,67 	 3,97 	 6 	 9 	 193 	 992 	 1,6 	 2,6 	 27,22 	  
20:40 29.12.2019 	 3,68 	 3,95 	 6 	 9 	 191 	 991 	 1,9 	 2,6 	 27,25 	  
20:30 29.12.2019 	 3,67 	 3,97 	 5 	 9 	 192 	 991 	 1,9 	 2,6 	 27,23 	  
20:20 29.12.2019 	 3,66 	 3,95 	 7 	 9 	 192 	 991 	 2,1 	 2,6 	 27,25 	  
20:10 29.12.2019 	 3,64 	 3,96 	 6 	 9 	 195 	 990 	 1,9 	 2,6 	 28,19 	  
20:00 29.12.2019 	 3,61 	 3,94 	 7 	 9 	 194 	 990 	 1,6 	 2,6 	 28,23 	  
19:50 29.12.2019 	 3,57 	 3,93 	 7 	 10 	 192 	 989 	 1,6 	 2,6 	 28,33 	  
19:40 29.12.2019 	 3,52 	 3,89 	 6 	 9 	 192 	 989 	 1,9 	 2,5 	 28,13 	  
19:30 29.12.2019 	 3,46 	 3,83 	 6 	 8 	 191 	 989 	 2,2 	 2,5 	 28,15 	  
19:20 29.12.2019 	 3,39 	 3,75 	 5 	 7 	 190 	 989 	 2,7 	 2,5 	 27,56 	  
19:10 29.12.2019 	 3,32 	 3,67 	 4 	 7 	 198 	 988 	 2,1 	 2,6 	 27,49 	  
19:00 29.12.2019 	 3,23 	 3,56 	 6 	 10 	 206 	 988 	 2,4 	 2,5 	 27,43 	  
18:50 29.12.2019 	 3,14 	 3,45 	 6 	 9 	 198 	 987 	 2,4 	 2,5 	 27,43 	  
18:40 29.12.2019 	 3,04 	 3,33 	 5 	 8 	 201 	 987 	 2,3 	 2,5 	 28,49 	  
18:30 29.12.2019 	 2,94 	 3,2 	 4 	 6 	 199 	 986 	 2 	 2,5 	 27,47 	  
18:20 29.12.2019 	 2,83 	 3,09 	 2 	 4 	 167 	 986 	 2,2 	 2,5 	 27,48 	  
18:10 29.12.2019 	 2,71 	 2,96 	 2 	 4 	 135 	 986 	 2,4 	 2,5 	 27,47 	  
18:00 29.12.2019 	 2,59 	 2,85 	 1 	 3 	 117 	 985 	 2,2 	 2,5 	 27,58 	  
17:50 29.12.2019 	 2,47 	 2,73 	 1 	 4 	 144 	 985 	 2,2 	 2,5 	 29,07 	  
17:40 29.12.2019 	 2,35 	 2,61 	 1 	 3 	 134 	 984 	 2,4 	 2,5 	 27,61 	  
17:30 29.12.2019 	 2,22 	 2,48 	 2 	 5 	 146 	 984 	 2,5 	 2,5 	 28,55 	  
17:20 29.12.2019 	 2,1 	 2,36 	 2 	 4 	 93 	 984 	 2,8 	 2,5 	 27,22 	  
17:10 29.12.2019 	 1,97 	 2,23 	 4 	 6 	 63 	 984 	 3,3 	 2,5 	 27,45 	  
17:00 29.12.2019 	 1,85 	 2,06 	 3 	 5 	 75 	 983 	 3,2 	 2,5 	 27,39 	  
16:50 29.12.2019 	 1,73 	 1,93 	 2 	 6 	 205 	 983 	 2,7 	 2,5 	 29,33 	  
16:40 29.12.2019 	 1,61 	 1,8 	 2 	 5 	 129 	 983 	 2,6 	 2,5 	 28,27 	  
16:30 29.12.2019 	 1,5 	 1,65 	 2 	 4 	 117 	 982 	 2,8 	 2,5 	 27,28 	  
16:20 29.12.2019 	 1,39 	 1,55 	 4 	 7 	 151 	 982 	 2,2 	 2,5 	 27,38 	  
16:10 29.12.2019 	 1,29 	 1,45 	 4 	 6 	 144 	 982 	 2,1 	 2,6 	 29,15 	  
16:00 29.12.2019 	 1,19 	 1,35 	 2 	 6 	 125 	 981 	 2,5 	 2,7 	 27,6 	  
15:50 29.12.2019 	 1,11 	 1,27 	 2 	 7 	 147 	 981 	 3,1 	 2,6 	 26,94 	  
15:40 29.12.2019 	 1,03 	 1,23 	 7 	 11 	 45 	 981 	 3,6 	 2,7 	 28,68 	  
15:30 29.12.2019 	 0,96 	 1,21 	 6 	 11 	 49 	 980 	 3 	 2,5 	 27,57 	  
15:20 29.12.2019 	 0,91 	 1,18 	 6 	 8 	 58 	 980 	 2,7 	 2,5 	 26,9 	  
15:10 29.12.2019 	 0,86 	 1,18 	 4 	 7 	 57 	 980 	 2,9 	 2,5 	 27 	  
15:00 29.12.2019 	 0,82 	 1,18 	 4 	 6 	 44 	 980 	 3,6 	 2,5 	 27,04 	  
14:50 29.12.2019 	 0,8 	 1,19 	 7 	 9 	 60 	 980 	 2,8 	 2,5 	 27,05 	  
14:40 29.12.2019 	 0,79 	 1,19 	 6 	 11 	 52 	 979 	 2,8 	 2,5 	 27,08 	  
14:30 29.12.2019 	 0,79 	 1,2 	 7 	 11 	 57 	 979 	 3,1 	 2,5 	 27,05 	  
14:20 29.12.2019 	 0,8 	 1,21 	 7 	 9 	 61 	 979 	 3 	 2,5 	 27,04 	  
14:10 29.12.2019 	 0,83 	 1,22 	 7 	 9 	 61 	 979 	 3 	 2,5 	 27,05 	  
14:00 29.12.2019 	 0,86 	 1,25 	 6 	 10 	 57 	 979 	 3,1 	 2,5 	 27,04 	  
13:50 29.12.2019 	 0,91 	 1,27 	 10 	 14 	 57 	 978 	 3,5 	 2,5 	 27,05 	  
13:40 29.12.2019 	 0,98 	 1,33 	 12 	 14 	 58 	 978 	 2,8 	 2,5 	 27,13 	  
13:30 29.12.2019 	 1,05 	 1,38 	 12 	 16 	 55 	 978 	 2,5 	 2,6 	 27,29 	  
13:20 29.12.2019 	 1,13 	 1,46 	 11 	 15 	 59 	 978 	 2,6 	 2,6 	 27,2 	  
13:10 29.12.2019 	 1,22 	 1,55 	 11 	 16 	 61 	 978 	 2,7 	 2,6 	 27,1 	  
13:00 29.12.2019 	 1,32 	 1,67 	 11 	 15 	 59 	 978 	 2,9 	 2,5 	 27,11 	  
12:50 29.12.2019 	 1,43 	 1,81 	 11 	 15 	 60 	 978 	 2,7 	 2,5 	 27,1 	  
12:40 29.12.2019 	 1,55 	 1,94 	 12 	 16 	 59 	 978 	 2,7 	 2,5 	 27,08 	  
12:30 29.12.2019 	 1,68 	 2,08 	 12 	 16 	 59 	 978 	 2,7 	 2,5 	 27,08 	  
12:20 29.12.2019 	 1,81 	 2,24 	 10 	 15 	 59 	 978 	 2,5 	 2,5 	 26,97 	  
12:10 29.12.2019 	 1,94 	 2,39 	 10 	 12 	 58 	 978 	 2,3 	 2,5 	 26,94 	  
12:00 29.12.2019 	 2,08 	 2,54 	 10 	 14 	 56 	 978 	 2,3 	 2,4 	 26,92 	  
11:50 29.12.2019 	 2,22 	 2,67 	 11 	 14 	 56 	 978 	 2,3 	 2,4 	 26,89 	  
11:40 29.12.2019 	 2,36 	 2,82 	 11 	 16 	 55 	 978 	 2,5 	 2,4 	 26,86 	  
11:30 29.12.2019 	 2,5 	 2,95 	 11 	 14 	 54 	 978 	 2,7 	 2,4 	 26,95 	  
11:20 29.12.2019 	 2,64 	 3,08 	 9 	 14 	 57 	 978 	 2,6 	 2,4 	 27 	  
11:10 29.12.2019 	 2,77 	 3,2 	 9 	 13 	 58 	 978 	 2,5 	 2,3 	 26,78 	  
11:00 29.12.2019 	 2,91 	 3,31 	 11 	 14 	 58 	 978 	 2,5 	 2,3 	 26,79 	  
10:50 29.12.2019 	 3,04 	 3,44 	 12 	 17 	 55 	 978 	 2,6 	 2,3 	 26,92 	  
10:40 29.12.2019 	 3,17 	 3,56 	 13 	 16 	 57 	 978 	 2,4 	 2,3 	 26,89 	  
10:30 29.12.2019 	 3,29 	 3,68 	 13 	 16 	 55 	 978 	 2,4 	 2,3 	 26,87 	  
10:20 29.12.2019 	 3,4 	 3,79 	 12 	 16 	 55 	 978 	 2,2 	 2,3 	 27,14 	  
10:10 29.12.2019 	 3,51 	 3,92 	 13 	 18 	 54 	 978 	 2,3 	 2,3 	 27,06 	  
10:00 29.12.2019 	 3,61 	 4,03 	 13 	 18 	 55 	 978 	 2,1 	 2,3 	 27,02 	  
09:50 29.12.2019 	 3,7 	 4,11 	 13 	 16 	 54 	 978 	 2 	 2,2 	 26,89 	  
09:40 29.12.2019 	 3,79 	 4,21 	 13 	 19 	 55 	 978 	 2,1 	 2,2 	 26,84 	  
09:30 29.12.2019 	 3,86 	 4,27 	 14 	 21 	 55 	 978 	 1,9 	 2,2 	 28,91 	  
09:20 29.12.2019 	 3,93 	 4,35 	 15 	 22 	 55 	 978 	 1,8 	 2,3 	 28,93 	  
09:10 29.12.2019 	 3,99 	 4,37 	 15 	 20 	 55 	 978 	 2 	 2,3 	 28,91 	  
09:00 29.12.2019 	 4,03 	 4,43 	 14 	 18 	 58 	 979 	 1,9 	 2,3 	 28,82 	  
08:50 29.12.2019 	 4,07 	 4,42 	 14 	 19 	 55 	 978 	 1,8 	 2,3 	 27,53 	  
08:40 29.12.2019 	 4,1 	 4,46 	 13 	 19 	 56 	 979 	 1,6 	 2,3 	 27,2 	  
08:30 29.12.2019 	 4,11 	 4,49 	 14 	 20 	 54 	 979 	 1,7 	 2,3 	 27,15 	  
08:20 29.12.2019 	 4,12 	 4,5 	 15 	 20 	 52 	 979 	 1,7 	 2,3 	 26,92 	  
08:10 29.12.2019 	 4,11 	 4,51 	 14 	 19 	 54 	 979 	 2,1 	 2,3 	 26,8 	  
08:00 29.12.2019 	 4,1 	 4,51 	 12 	 15 	 52 	 979 	 2,5 	 2,3 	 26,99 	  
07:50 29.12.2019 	 4,07 	 4,49 	 11 	 16 	 59 	 979 	 2 	 2,3 	 27,18 	  
07:40 29.12.2019 	 4,03 	 4,47 	 10 	 14 	 71 	 979 	 1,6 	 2,3 	 27,09 	  
07:30 29.12.2019 	 3,99 	 4,44 	 10 	 14 	 73 	 980 	 1,6 	 2,4 	 27,03 	  
07:20 29.12.2019 	 3,93 	 4,39 	 11 	 14 	 63 	 980 	 2 	 2,4 	 27 	  
07:10 29.12.2019 	 3,86 	 4,32 	 11 	 14 	 58 	 980 	 2,4 	 2,4 	 27,04 	  
07:00 29.12.2019 	 3,79 	 4,24 	 11 	 13 	 59 	 980 	 1,9 	 2,4 	 26,96 	  
06:50 29.12.2019 	 3,7 	 4,15 	 10 	 12 	 61 	 980 	 2,1 	 2,4 	 27,02 	  
06:40 29.12.2019 	 3,61 	 4,05 	 10 	 12 	 63 	 980 	 1,9 	 2,4 	 27,04 	  
06:30 29.12.2019 	 3,5 	 3,93 	 9 	 11 	 59 	 980 	 2,1 	 2,4 	 26,97 	  
06:20 29.12.2019 	 3,39 	 3,8 	 7 	 11 	 66 	 980 	 2,1 	 2,4 	 26,97 	  
06:10 29.12.2019 	 3,28 	 3,67 	 7 	 11 	 84 	 981 	 2,2 	 2,4 	 27 	  
06:00 29.12.2019 	 3,16 	 3,51 	 8 	 11 	 79 	 981 	 2,3 	 2,4 	 27,09 	  
05:50 29.12.2019 	 3,03 	 3,36 	 9 	 11 	 64 	 981 	 2,4 	 2,4 	 27,01 	  
05:40 29.12.2019 	 2,9 	 3,18 	 9 	 12 	 55 	 980 	 2,7 	 2,4 	 27,03 	  
05:30 29.12.2019 	 2,76 	 3,01 	 9 	 13 	 57 	 981 	 2,2 	 2,4 	 27,12 	  
05:20 29.12.2019 	 2,62 	 2,83 	 9 	 12 	 59 	 981 	 2,2 	 2,3 	 26,77 	  
05:10 29.12.2019 	 2,48 	 2,67 	 10 	 13 	 61 	 981 	 2,2 	 2,3 	 27,85 	  
05:00 29.12.2019 	 2,34 	 2,5 	 9 	 12 	 61 	 981 	 2,3 	 2,3 	 27,83 	  
04:50 29.12.2019 	 2,2 	 2,32 	 9 	 12 	 59 	 982 	 2 	 2,3 	 27,8 	  
04:40 29.12.2019 	 2,06 	 2,18 	 8 	 11 	 62 	 982 	 2,8 	 2,3 	 27,51 	  
04:30 29.12.2019 	 1,92 	 2,03 	 9 	 12 	 57 	 982 	 2,4 	 2,4 	 27,24 	  
04:20 29.12.2019 	 1,79 	 1,9 	 9 	 12 	 61 	 982 	 2,4 	 2,5 	 26,83 	  
04:10 29.12.2019 	 1,66 	 1,77 	 9 	 12 	 62 	 983 	 2,9 	 2,6 	 26,59 	  
04:00 29.12.2019 	 1,54 	 1,66 	 11 	 14 	 61 	 983 	 2,9 	 2,7 	 26,32 	  
03:50 29.12.2019 	 1,42 	 1,56 	 12 	 14 	 61 	 983 	 2,5 	 2,4 	 26,11 	  
03:40 29.12.2019 	 1,31 	 1,46 	 12 	 15 	 60 	 983 	 2,7 	 2,6 	 26,2 	  
03:30 29.12.2019 	 1,2 	 1,4 	 12 	 15 	 61 	 983 	 2,7 	 2,5 	 26,41 	  
03:20 29.12.2019 	 1,11 	 1,32 	 12 	 16 	 63 	 983 	 3,2 	 2,5 	 26,06 	  
03:10 29.12.2019 	 1,02 	 1,25 	 10 	 15 	 60 	 983 	 3,5 	 2,5 	 26,44 	  
03:00 29.12.2019 	 0,95 	 1,19 	 10 	 12 	 62 	 984 	 3,5 	 2,4 	 26,23 	  
02:50 29.12.2019 	 0,88 	 1,14 	 10 	 13 	 59 	 984 	 3,3 	 2,4 	 26,31 	  
02:40 29.12.2019 	 0,83 	 1,1 	 10 	 13 	 59 	 984 	 3,4 	 2,5 	 26,24 	  
02:30 29.12.2019 	 0,79 	 1,03 	 10 	 12 	 61 	 985 	 3,2 	 2,4 	 25,92 	  
02:20 29.12.2019 	 0,76 	 0,99 	 11 	 14 	 62 	 985 	 2,8 	 2,5 	 25,95 	  
02:10 29.12.2019 	 0,74 	 0,94 	 11 	 13 	 62 	 985 	 2,9 	 2,5 	 25,58 	  
02:00 29.12.2019 	 0,73 	 0,91 	 10 	 13 	 59 	 986 	 2,9 	 2,4 	 25,94 	  
01:50 29.12.2019 	 0,74 	 0,89 	 11 	 14 	 59 	 986 	 3,1 	 2,4 	 26,03 	  
01:40 29.12.2019 	 0,76 	 0,89 	 10 	 13 	 65 	 986 	 3,7 	 2,3 	 26,45 	  
01:30 29.12.2019 	 0,79 	 0,91 	 10 	 14 	 65 	 986 	 3,5 	 2,3 	 24,69 	  
01:20 29.12.2019 	 0,84 	 0,94 	 10 	 12 	 66 	 987 	 3,4 	 2,2 	 24,64 	  
01:10 29.12.2019 	 0,89 	 0,99 	 9 	 11 	 66 	 987 	 3,6 	 2,2 	 25,01 	  
01:00 29.12.2019 	 0,96 	 1,08 	 9 	 11 	 63 	 987 	 3,9 	 2,2 	 25,12 	  
00:50 29.12.2019 	 1,04 	 1,18 	 7 	 9 	 66 	 988 	 3,8 	 2,3 	 25,73 	  
00:40 29.12.2019 	 1,13 	 1,3 	 5 	 7 	 66 	 988 	 3,8 	 2,4 	 26,39 	  
00:30 29.12.2019 	 1,22 	 1,42 	 4 	 5 	 61 	 988 	 3,6 	 2,6 	 27,48 	  
00:20 29.12.2019 	 1,33 	 1,54 	 3 	 5 	 47 	 989 	 3,9 	 2,6 	 27,5 	  
00:10 29.12.2019 	 1,44 	 1,67 	 1 	 3 	 32 	 989 	 3,2 	 2,5 	 27,46 	  
00:00 29.12.2019 	 1,55 	 1,84 	 4 	 6 	 75 	 989 	 3,8 	 2,3 	 26,81 	  
23:50 28.12.2019 	 1,68 	 1,99 	 5 	 7 	 66 	 990 	 3,9 	 2,3 	 26,4 	  
23:40 28.12.2019 	 1,8 	 2,13 	 5 	 7 	 69 	 990 	 3,3 	 2,5 	 27,95 	  
23:30 28.12.2019 	 1,93 	 2,28 	 5 	 6 	 58 	 990 	 3,4 	 2,5 	 27,93 	  
23:20 28.12.2019 	 2,06 	 2,42 	 6 	 8 	 73 	 990 	 4,3 	 2,5 	 27,95 	  
23:10 28.12.2019 	 2,2 	 2,6 	 5 	 7 	 67 	 991 	 3,8 	 2,5 	 27,79 	  
23:00 28.12.2019 	 2,33 	 2,75 	 5 	 7 	 74 	 991 	 3,9 	 2,4 	 27,81 	  
22:50 28.12.2019 	 2,46 	 2,89 	 5 	 7 	 70 	 991 	 3,9 	 2,4 	 27,72 	  
22:40 28.12.2019 	 2,59 	 3,01 	 7 	 9 	 77 	 991 	 3,9 	 2,4 	 27,82 	  
22:30 28.12.2019 	 2,71 	 3,12 	 6 	 9 	 73 	 992 	 4,1 	 2,4 	 27,8 	  
22:20 28.12.2019 	 2,84 	 3,22 	 4 	 6 	 69 	 992 	 3,1 	 2,4 	 27,76 	  
22:10 28.12.2019 	 2,95 	 3,32 	 4 	 6 	 65 	 992 	 2,6 	 2,4 	 27,73 	  
22:00 28.12.2019 	 3,06 	 3,42 	 5 	 6 	 67 	 992 	 2,6 	 2,4 	 27,62 	  
21:50 28.12.2019 	 3,17 	 3,5 	 5 	 7 	 66 	 992 	 2,5 	 2,4 	 27,65 	  
21:40 28.12.2019 	 3,27 	 3,55 	 6 	 8 	 71 	 993 	 2,7 	 2,4 	 27,57 	  
21:30 28.12.2019 	 3,36 	 3,63 	 6 	 7 	 79 	 993 	 3 	 2,4 	 27,55 	  
21:20 28.12.2019 	 3,44 	 3,71 	 6 	 7 	 77 	 993 	 3 	 2,4 	 27,53 	  
21:10 28.12.2019 	 3,52 	 3,78 	 5 	 7 	 68 	 993 	 2,2 	 2,3 	 27,28 	  
21:00 28.12.2019 	 3,59 	 3,87 	 5 	 7 	 69 	 993 	 2,2 	 2,4 	 27,47 	  
20:50 28.12.2019 	 3,64 	 3,95 	 5 	 6 	 66 	 993 	 1,9 	 2,4 	 28,78 	  
20:40 28.12.2019 	 3,69 	 3,99 	 3 	 4 	 64 	 993 	 1,5 	 2,4 	 28,83 	  
20:30 28.12.2019 	 3,73 	 4,05 	 2 	 3 	 69 	 993 	 1,4 	 2,5 	 28,89 	  
20:20 28.12.2019 	 3,76 	 4,1 	 2 	 3 	 67 	 994 	 1,4 	 2,5 	 28,55 	  
20:10 28.12.2019 	 3,78 	 4,11 	 2 	 3 	 66 	 994 	 1,6 	 2,5 	 28,32 	  
20:00 28.12.2019 	 3,78 	 4,12 	 3 	 4 	 62 	 994 	 1,6 	 2,5 	 28,18 	  
19:50 28.12.2019 	 3,78 	 4,11 	 3 	 4 	 60 	 994 	 1,4 	 2,6 	 28,19 	  
19:40 28.12.2019 	 3,77 	 4,08 	 4 	 5 	 59 	 994 	 1,5 	 2,6 	 28,19 	  
19:30 28.12.2019 	 3,75 	 4,06 	 4 	 5 	 59 	 994 	 1,4 	 2,5 	 28,15 	  
19:20 28.12.2019 	 3,71 	 4,03 	 4 	 5 	 60 	 995 	 1,5 	 2,5 	 28,07 	  
