 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (°)	Loftthrystingur (hpa)	Lofthiti (°C)	
21:00 15.01.2019 	 1,22 	 1,51 	 1 	 2 	 278 	 999 	 -2,2 	  
20:50 15.01.2019 	 1,21 	 1,49 	 2 	 4 	 257 	 999 	 -2 	  
20:40 15.01.2019 	 1,2 	 1,5 	 3 	 5 	 257 	 999 	 -1,8 	  
20:30 15.01.2019 	 1,18 	 1,48 	 5 	 7 	 248 	 999 	 -1,4 	  
20:20 15.01.2019 	 1,16 	 1,44 	 1 	 4 	 232 	 999 	 -1,5 	  
20:10 15.01.2019 	 1,14 	 1,44 	 3 	 8 	 16 	 999 	 -1,6 	  
20:00 15.01.2019 	 1,12 	 1,4 	 5 	 8 	 116 	 999 	 -1,3 	  
19:50 15.01.2019 	 1,1 	 1,4 	 3 	 6 	 116 	 999 	 -1,4 	  
19:40 15.01.2019 	 1,08 	 1,39 	 3 	 5 	 97 	 998 	 -1,5 	  
19:30 15.01.2019 	 1,05 	 1,37 	 3 	 6 	 93 	 998 	 -1,5 	  
19:20 15.01.2019 	 1,02 	 1,34 	 0 	 2 	 10 	 998 	 -1,4 	  
19:10 15.01.2019 	 1 	 1,32 	 1 	 3 	 69 	 998 	 -1,4 	  
19:00 15.01.2019 	 0,97 	 1,26 	 2 	 4 	 88 	 998 	 -1,3 	  
18:50 15.01.2019 	 0,94 	 1,18 	 4 	 6 	 109 	 998 	 -1,2 	  
18:40 15.01.2019 	 0,91 	 1,17 	 3 	 6 	 130 	 998 	 -1,1 	  
18:30 15.01.2019 	 0,88 	 1,12 	 4 	 6 	 140 	 998 	 -1 	  
18:20 15.01.2019 	 0,86 	 1,09 	 3 	 6 	 69 	 998 	 -0,9 	  
18:10 15.01.2019 	 0,83 	 1,1 	 2 	 4 	 257 	 997 	 -1,2 	  
18:00 15.01.2019 	 0,8 	 1,09 	 3 	 5 	 260 	 997 	 -1,2 	  
17:50 15.01.2019 	 0,77 	 1,05 	 4 	 7 	 258 	 997 	 -1,3 	  
17:40 15.01.2019 	 0,75 	 0,98 	 5 	 7 	 241 	 997 	 -1,1 	  
17:30 15.01.2019 	 0,72 	 0,9 	 5 	 7 	 232 	 997 	 -1,1 	  
17:20 15.01.2019 	 0,7 	 0,87 	 4 	 6 	 248 	 997 	 -1,2 	  
17:10 15.01.2019 	 0,68 	 0,89 	 5 	 8 	 262 	 997 	 -1,5 	  
17:00 15.01.2019 	 0,66 	 0,87 	 4 	 6 	 258 	 997 	 -1,3 	  
16:50 15.01.2019 	 0,64 	 0,89 	 5 	 7 	 247 	 997 	 -1,3 	  
16:40 15.01.2019 	 0,62 	 0,81 	 5 	 8 	 252 	 996 	 -1,2 	  
16:30 15.01.2019 	 0,6 	 0,73 	 5 	 7 	 260 	 996 	 -1,5 	  
16:20 15.01.2019 	 0,59 	 0,71 	 4 	 6 	 253 	 996 	 -1,5 	  
16:10 15.01.2019 	 0,58 	 0,67 	 3 	 5 	 243 	 996 	 -1,7 	  
16:00 15.01.2019 	 0,56 	 0,7 	 3 	 3 	 257 	 996 	 -2,1 	  
15:50 15.01.2019 	 0,56 	 0,72 	 3 	 3 	 270 	 996 	 -2,4 	  
15:40 15.01.2019 	 0,55 	 0,71 	 3 	 3 	 258 	 996 	 -2,2 	  
15:30 15.01.2019 	 0,55 	 0,69 	 2 	 3 	 230 	 996 	 -1,9 	  
15:20 15.01.2019 	 0,55 	 0,67 	 3 	 4 	 216 	 996 	 -1,8 	  
15:10 15.01.2019 	 0,55 	 0,64 	 3 	 4 	 210 	 996 	 -1,6 	  
15:00 15.01.2019 	 0,56 	 0,64 	 2 	 4 	 228 	 996 	 -1,6 	  
14:50 15.01.2019 	 0,56 	 0,65 	 2 	 3 	 253 	 996 	 -1,6 	  
14:40 15.01.2019 	 0,57 	 0,7 	 2 	 3 	 286 	 996 	 -1,7 	  
14:30 15.01.2019 	 0,58 	 0,7 	 2 	 3 	 286 	 996 	 -1,7 	  
14:20 15.01.2019 	 0,6 	 0,67 	 2 	 3 	 243 	 996 	 -1,6 	  
14:10 15.01.2019 	 0,61 	 0,66 	 2 	 3 	 223 	 996 	 -1,5 	  
14:00 15.01.2019 	 0,63 	 0,66 	 2 	 3 	 247 	 996 	 -1,5 	  
13:50 15.01.2019 	 0,65 	 0,69 	 2 	 3 	 258 	 996 	 -1,6 	  
13:40 15.01.2019 	 0,67 	 0,75 	 2 	 3 	 259 	 996 	 -1,5 	  
13:30 15.01.2019 	 0,69 	 0,79 	 3 	 3 	 259 	 997 	 -1,5 	  
13:20 15.01.2019 	 0,71 	 0,79 	 2 	 3 	 258 	 997 	 -1,5 	  
13:10 15.01.2019 	 0,74 	 0,76 	 2 	 3 	 254 	 997 	 -1,5 	  
13:00 15.01.2019 	 0,76 	 0,77 	 2 	 3 	 220 	 997 	 -1,4 	  
12:50 15.01.2019 	 0,78 	 0,79 	 1 	 3 	 166 	 997 	 -1,3 	  
12:40 15.01.2019 	 0,81 	 0,87 	 2 	 3 	 72 	 997 	 -1,3 	  
12:30 15.01.2019 	 0,84 	 0,93 	 3 	 3 	 57 	 996 	 -1,4 	  
12:20 15.01.2019 	 0,86 	 0,96 	 3 	 4 	 52 	 996 	 -1,4 	  
12:10 15.01.2019 	 0,89 	 0,96 	 2 	 3 	 54 	 996 	 -1,4 	  
12:00 15.01.2019 	 0,92 	 0,95 	 2 	 3 	 92 	 996 	 -1,4 	  
11:50 15.01.2019 	 0,94 	 0,98 	 2 	 3 	 101 	 996 	 -1,4 	  
11:40 15.01.2019 	 0,97 	 1,02 	 2 	 5 	 109 	 996 	 -1,4 	  
11:30 15.01.2019 	 1 	 1,06 	 3 	 5 	 57 	 996 	 -1,5 	  
11:20 15.01.2019 	 1,02 	 1,09 	 3 	 5 	 44 	 996 	 -1,5 	  
11:10 15.01.2019 	 1,05 	 1,12 	 3 	 4 	 58 	 996 	 -1,5 	  
11:00 15.01.2019 	 1,07 	 1,14 	 3 	 4 	 78 	 996 	 -1,5 	  
10:50 15.01.2019 	 1,09 	 1,15 	 3 	 5 	 74 	 996 	 -1,5 	  
10:40 15.01.2019 	 1,11 	 1,18 	 3 	 4 	 65 	 996 	 -1,6 	  
10:30 15.01.2019 	 1,13 	 1,2 	 3 	 4 	 52 	 996 	 -1,6 	  
10:20 15.01.2019 	 1,15 	 1,24 	 3 	 4 	 50 	 996 	 -1,6 	  
10:10 15.01.2019 	 1,16 	 1,21 	 4 	 4 	 55 	 996 	 -1,7 	  
10:00 15.01.2019 	 1,18 	 1,28 	 4 	 5 	 53 	 996 	 -1,7 	  
09:50 15.01.2019 	 1,19 	 1,3 	 3 	 5 	 47 	 996 	 -1,7 	  
09:40 15.01.2019 	 1,2 	 1,3 	 3 	 5 	 50 	 996 	 -1,6 	  
09:30 15.01.2019 	 1,21 	 1,29 	 3 	 5 	 52 	 996 	 -1,7 	  
09:20 15.01.2019 	 1,21 	 1,27 	 4 	 6 	 48 	 996 	 -1,7 	  
09:10 15.01.2019 	 1,22 	 1,3 	 3 	 5 	 47 	 996 	 -1,6 	  
09:00 15.01.2019 	 1,22 	 1,31 	 4 	 6 	 55 	 996 	 -1,5 	  
08:50 15.01.2019 	 1,22 	 1,34 	 5 	 6 	 72 	 996 	 -1,4 	  
08:40 15.01.2019 	 1,21 	 1,35 	 5 	 7 	 73 	 996 	 -1,4 	  
08:30 15.01.2019 	 1,21 	 1,33 	 4 	 6 	 64 	 996 	 -1,7 	  
08:20 15.01.2019 	 1,2 	 1,31 	 4 	 5 	 49 	 996 	 -1,8 	  
08:10 15.01.2019 	 1,19 	 1,3 	 4 	 5 	 50 	 996 	 -1,7 	  
08:00 15.01.2019 	 1,18 	 1,26 	 4 	 5 	 47 	 996 	 -1,7 	  
07:50 15.01.2019 	 1,17 	 1,26 	 3 	 5 	 46 	 996 	 -1,7 	  
07:40 15.01.2019 	 1,15 	 1,27 	 3 	 5 	 48 	 996 	 -1,7 	  
07:30 15.01.2019 	 1,14 	 1,28 	 4 	 5 	 47 	 996 	 -1,7 	  
07:20 15.01.2019 	 1,12 	 1,25 	 4 	 5 	 47 	 996 	 -1,7 	  
07:10 15.01.2019 	 1,1 	 1,23 	 4 	 5 	 56 	 996 	 -1,6 	  
07:00 15.01.2019 	 1,08 	 1,21 	 4 	 6 	 70 	 996 	 -1,6 	  
06:50 15.01.2019 	 1,06 	 1,21 	 4 	 6 	 74 	 996 	 -1,6 	  
06:40 15.01.2019 	 1,04 	 1,21 	 4 	 6 	 72 	 996 	 -1,6 	  
06:30 15.01.2019 	 1,01 	 1,21 	 3 	 6 	 80 	 996 	 -1,5 	  
06:20 15.01.2019 	 0,99 	 1,15 	 5 	 6 	 99 	 996 	 -1,4 	  
06:10 15.01.2019 	 0,96 	 1,11 	 4 	 5 	 93 	 996 	 -1,4 	  
06:00 15.01.2019 	 0,94 	 1,05 	 4 	 5 	 93 	 996 	 -1,4 	  
05:50 15.01.2019 	 0,92 	 1,01 	 4 	 5 	 91 	 995 	 -1,4 	  
05:40 15.01.2019 	 0,89 	 1,05 	 5 	 5 	 96 	 995 	 -1,4 	  
05:30 15.01.2019 	 0,86 	 1,02 	 5 	 6 	 97 	 995 	 -1,4 	  
05:20 15.01.2019 	 0,84 	 0,98 	 5 	 6 	 96 	 995 	 -1,4 	  
05:10 15.01.2019 	 0,82 	 0,93 	 5 	 6 	 99 	 995 	 -1,4 	  
05:00 15.01.2019 	 0,79 	 0,86 	 4 	 6 	 90 	 995 	 -1,3 	  
04:50 15.01.2019 	 0,77 	 0,88 	 3 	 4 	 76 	 995 	 -1,5 	  
04:40 15.01.2019 	 0,75 	 0,87 	 5 	 6 	 94 	 995 	 -1,5 	  
04:30 15.01.2019 	 0,73 	 0,87 	 5 	 6 	 87 	 995 	 -1,5 	  
04:20 15.01.2019 	 0,71 	 0,85 	 4 	 5 	 77 	 995 	 -1,5 	  
04:10 15.01.2019 	 0,69 	 0,82 	 4 	 6 	 92 	 995 	 -1,5 	  
04:00 15.01.2019 	 0,68 	 0,78 	 5 	 7 	 95 	 995 	 -1,5 	  
03:50 15.01.2019 	 0,66 	 0,74 	 4 	 5 	 88 	 994 	 -1,5 	  
03:40 15.01.2019 	 0,65 	 0,75 	 5 	 7 	 98 	 994 	 -1,5 	  
03:30 15.01.2019 	 0,64 	 0,75 	 6 	 8 	 105 	 994 	 -1,4 	  
03:20 15.01.2019 	 0,63 	 0,76 	 6 	 8 	 102 	 994 	 -1,4 	  
03:10 15.01.2019 	 0,62 	 0,75 	 5 	 7 	 106 	 994 	 -1,4 	  
03:00 15.01.2019 	 0,62 	 0,75 	 6 	 6 	 105 	 994 	 -1,5 	  
02:50 15.01.2019 	 0,61 	 0,73 	 5 	 6 	 109 	 994 	 -1,5 	  
02:40 15.01.2019 	 0,61 	 0,73 	 5 	 6 	 110 	 994 	 -1,5 	  
02:30 15.01.2019 	 0,62 	 0,71 	 6 	 7 	 114 	 994 	 -1,4 	  
02:20 15.01.2019 	 0,62 	 0,73 	 7 	 8 	 114 	 993 	 -1,3 	  
02:10 15.01.2019 	 0,62 	 0,78 	 7 	 8 	 118 	 993 	 -1,2 	  
02:00 15.01.2019 	 0,63 	 0,77 	 7 	 8 	 117 	 993 	 -1,2 	  
01:50 15.01.2019 	 0,64 	 0,77 	 6 	 8 	 108 	 993 	 -1,2 	  
01:40 15.01.2019 	 0,65 	 0,78 	 6 	 7 	 113 	 993 	 -1,1 	  
01:30 15.01.2019 	 0,67 	 0,8 	 6 	 7 	 117 	 993 	 -1,1 	  
01:20 15.01.2019 	 0,68 	 0,83 	 7 	 8 	 120 	 993 	 -1,1 	  
01:10 15.01.2019 	 0,7 	 0,87 	 6 	 9 	 109 	 993 	 -1,1 	  
01:00 15.01.2019 	 0,72 	 0,9 	 6 	 8 	 101 	 992 	 -1,1 	  
00:50 15.01.2019 	 0,74 	 0,84 	 5 	 6 	 105 	 992 	 -1 	  
00:40 15.01.2019 	 0,76 	 0,88 	 5 	 6 	 109 	 992 	 -1,1 	  
00:30 15.01.2019 	 0,78 	 0,95 	 5 	 7 	 106 	 992 	 -1,1 	  
00:20 15.01.2019 	 0,81 	 0,99 	 3 	 5 	 99 	 992 	 -1,1 	  
00:10 15.01.2019 	 0,83 	 1,03 	 3 	 4 	 96 	 992 	 -1,1 	  
00:00 15.01.2019 	 0,86 	 1,03 	 3 	 4 	 104 	 992 	 -1,1 	  
23:50 14.01.2019 	 0,88 	 1,07 	 4 	 5 	 106 	 992 	 -1,1 	  
23:40 14.01.2019 	 0,91 	 1,13 	 5 	 6 	 108 	 992 	 -1,1 	  
23:30 14.01.2019 	 0,94 	 1,17 	 6 	 7 	 107 	 992 	 -1,1 	  
23:20 14.01.2019 	 0,96 	 1,2 	 6 	 7 	 101 	 992 	 -1,1 	  
23:10 14.01.2019 	 0,99 	 1,18 	 5 	 7 	 94 	 992 	 -1,2 	  
23:00 14.01.2019 	 1,01 	 1,19 	 4 	 5 	 81 	 992 	 -1,2 	  
22:50 14.01.2019 	 1,04 	 1,25 	 4 	 6 	 69 	 992 	 -1,2 	  
22:40 14.01.2019 	 1,06 	 1,31 	 6 	 10 	 75 	 992 	 -1,1 	  
22:30 14.01.2019 	 1,08 	 1,35 	 7 	 11 	 78 	 992 	 -1 	  
22:20 14.01.2019 	 1,1 	 1,39 	 8 	 13 	 83 	 992 	 -1 	  
22:10 14.01.2019 	 1,12 	 1,41 	 10 	 14 	 84 	 992 	 -1 	  
22:00 14.01.2019 	 1,14 	 1,42 	 9 	 13 	 84 	 992 	 -1 	  
21:50 14.01.2019 	 1,16 	 1,42 	 10 	 14 	 84 	 992 	 -1,1 	  
21:40 14.01.2019 	 1,17 	 1,46 	 8 	 12 	 81 	 992 	 -1,1 	  
21:30 14.01.2019 	 1,18 	 1,48 	 9 	 13 	 77 	 993 	 -1,2 	  
21:20 14.01.2019 	 1,2 	 1,54 	 9 	 12 	 86 	 993 	 -1 	  
21:10 14.01.2019 	 1,2 	 1,54 	 11 	 16 	 96 	 993 	 -0,9 	  
21:00 14.01.2019 	 1,21 	 1,51 	 11 	 13 	 99 	 994 	 -0,9 	  
20:50 14.01.2019 	 1,22 	 1,56 	 12 	 16 	 101 	 994 	 -1,1 	  
20:40 14.01.2019 	 1,22 	 1,55 	 12 	 14 	 97 	 994 	 -1 	  
20:30 14.01.2019 	 1,22 	 1,56 	 10 	 14 	 88 	 994 	 -0,9 	  
20:20 14.01.2019 	 1,22 	 1,57 	 10 	 14 	 86 	 994 	 -1,2 	  
20:10 14.01.2019 	 1,22 	 1,54 	 10 	 14 	 83 	 994 	 -1,1 	  
20:00 14.01.2019 	 1,21 	 1,56 	 9 	 13 	 80 	 994 	 -1,1 	  
19:50 14.01.2019 	 1,2 	 1,57 	 10 	 14 	 83 	 995 	 -1,2 	  
19:40 14.01.2019 	 1,19 	 1,55 	 9 	 13 	 83 	 995 	 -1,2 	  
19:30 14.01.2019 	 1,18 	 1,56 	 10 	 14 	 79 	 995 	 -1,4 	  
19:20 14.01.2019 	 1,16 	 1,56 	 10 	 15 	 80 	 995 	 -1,3 	  
19:10 14.01.2019 	 1,14 	 1,55 	 9 	 13 	 79 	 995 	 -1,3 	  
19:00 14.01.2019 	 1,12 	 1,52 	 10 	 14 	 87 	 996 	 -1,3 	  
18:50 14.01.2019 	 1,1 	 1,47 	 10 	 16 	 89 	 996 	 -1,5 	  
18:40 14.01.2019 	 1,08 	 1,47 	 11 	 16 	 90 	 996 	 -1,2 	  
18:30 14.01.2019 	 1,06 	 1,39 	 12 	 16 	 91 	 997 	 -1,2 	  
18:20 14.01.2019 	 1,04 	 1,39 	 12 	 16 	 97 	 997 	 -1,1 	  
18:10 14.01.2019 	 1,01 	 1,38 	 12 	 15 	 95 	 997 	 -1,1 	  
18:00 14.01.2019 	 0,98 	 1,34 	 12 	 14 	 98 	 997 	 -1 	  
17:50 14.01.2019 	 0,96 	 1,35 	 13 	 15 	 97 	 997 	 -1,2 	  
17:40 14.01.2019 	 0,93 	 1,3 	 13 	 15 	 97 	 998 	 -1,1 	  
17:30 14.01.2019 	 0,9 	 1,23 	 12 	 16 	 97 	 998 	 -0,9 	  
17:20 14.01.2019 	 0,88 	 1,21 	 11 	 13 	 96 	 998 	 -1 	  
17:10 14.01.2019 	 0,85 	 1,13 	 9 	 12 	 92 	 999 	 -1,1 	  
17:00 14.01.2019 	 0,82 	 1,12 	 6 	 9 	 87 	 999 	 -1,7 	  
16:50 14.01.2019 	 0,79 	 1,14 	 2 	 6 	 108 	 999 	 -3,8 	  
16:40 14.01.2019 	 0,76 	 1,08 	 1 	 2 	 120 	 1000 	 -4,9 	  
16:30 14.01.2019 	 0,74 	 1,03 	 0 	 2 	 124 	 1000 	 -5,4 	  
16:20 14.01.2019 	 0,72 	 0,94 	 0 	 1 	 276 	 1000 	 -5,6 	  
16:10 14.01.2019 	 0,69 	 0,88 	 1 	 1 	 262 	 1001 	 -5,8 	  
16:00 14.01.2019 	 0,67 	 0,88 	 1 	 2 	 270 	 1001 	 -5,9 	  
15:50 14.01.2019 	 0,65 	 0,87 	 1 	 2 	 271 	 1001 	 -6 	  
15:40 14.01.2019 	 0,63 	 0,89 	 2 	 2 	 265 	 1002 	 -6 	  
15:30 14.01.2019 	 0,61 	 0,88 	 2 	 3 	 265 	 1002 	 -6,1 	  
15:20 14.01.2019 	 0,59 	 0,8 	 2 	 3 	 264 	 1003 	 -6,1 	  
15:10 14.01.2019 	 0,58 	 0,72 	 2 	 3 	 258 	 1003 	 -5,9 	  
15:00 14.01.2019 	 0,56 	 0,69 	 2 	 2 	 266 	 1003 	 -6,1 	  
14:50 14.01.2019 	 0,56 	 0,71 	 2 	 2 	 267 	 1004 	 -6 	  
14:40 14.01.2019 	 0,55 	 0,69 	 2 	 3 	 269 	 1004 	 -6,3 	  
14:30 14.01.2019 	 0,54 	 0,71 	 2 	 3 	 274 	 1004 	 -6,3 	  
14:20 14.01.2019 	 0,54 	 0,72 	 3 	 3 	 268 	 1005 	 -6,2 	  
14:10 14.01.2019 	 0,54 	 0,69 	 2 	 3 	 269 	 1005 	 -5,9 	  
14:00 14.01.2019 	 0,54 	 0,71 	 2 	 3 	 268 	 1005 	 -5,8 	  
13:50 14.01.2019 	 0,55 	 0,67 	 1 	 3 	 258 	 1005 	 -5,5 	  
13:40 14.01.2019 	 0,55 	 0,69 	 1 	 1 	 277 	 1006 	 -5,5 	  
13:30 14.01.2019 	 0,56 	 0,67 	 2 	 2 	 276 	 1006 	 -5,4 	  
13:20 14.01.2019 	 0,58 	 0,68 	 2 	 3 	 270 	 1006 	 -5,3 	  
13:10 14.01.2019 	 0,59 	 0,72 	 1 	 1 	 276 	 1006 	 -5,3 	  
13:00 14.01.2019 	 0,6 	 0,7 	 1 	 1 	 283 	 1006 	 -5,5 	  
12:50 14.01.2019 	 0,62 	 0,73 	 1 	 1 	 292 	 1007 	 -5,5 	  
12:40 14.01.2019 	 0,64 	 0,73 	 1 	 1 	 282 	 1007 	 -5,5 	  
12:30 14.01.2019 	 0,66 	 0,74 	 1 	 2 	 228 	 1007 	 -5,2 	  
12:20 14.01.2019 	 0,69 	 0,78 	 1 	 1 	 243 	 1007 	 -5,7 	  
12:10 14.01.2019 	 0,71 	 0,81 	 1 	 2 	 290 	 1008 	 -6 	  
12:00 14.01.2019 	 0,74 	 0,86 	 2 	 2 	 282 	 1008 	 -5,9 	  
11:50 14.01.2019 	 0,77 	 0,88 	 2 	 3 	 271 	 1008 	 -6 	  
11:40 14.01.2019 	 0,8 	 0,87 	 2 	 3 	 273 	 1008 	 -6 	  
11:30 14.01.2019 	 0,82 	 0,89 	 2 	 3 	 253 	 1008 	 -5,8 	  
11:20 14.01.2019 	 0,85 	 0,92 	 2 	 3 	 258 	 1008 	 -5,9 	  
11:10 14.01.2019 	 0,88 	 0,94 	 2 	 3 	 260 	 1009 	 -6 	  
11:00 14.01.2019 	 0,91 	 1,01 	 2 	 3 	 265 	 1009 	 -6,2 	  
10:50 14.01.2019 	 0,94 	 1,03 	 3 	 3 	 264 	 1009 	 -6,4 	  
10:40 14.01.2019 	 0,97 	 1,04 	 2 	 3 	 258 	 1009 	 -6,5 	  
10:30 14.01.2019 	 1 	 1,07 	 2 	 3 	 269 	 1009 	 -6,4 	  
10:20 14.01.2019 	 1,02 	 1,09 	 3 	 4 	 257 	 1010 	 -6,4 	  
10:10 14.01.2019 	 1,05 	 1,1 	 2 	 3 	 253 	 1010 	 -6,2 	  
10:00 14.01.2019 	 1,08 	 1,14 	 2 	 3 	 262 	 1010 	 -6,6 	  
09:50 14.01.2019 	 1,1 	 1,17 	 2 	 4 	 251 	 1010 	 -6,2 	  
09:40 14.01.2019 	 1,12 	 1,21 	 2 	 3 	 265 	 1010 	 -6,4 	  
09:30 14.01.2019 	 1,14 	 1,23 	 3 	 3 	 278 	 1011 	 -6,8 	  
09:20 14.01.2019 	 1,16 	 1,25 	 3 	 3 	 264 	 1011 	 -6,7 	  
09:10 14.01.2019 	 1,18 	 1,22 	 2 	 2 	 252 	 1011 	 -6,6 	  
09:00 14.01.2019 	 1,2 	 1,22 	 2 	 3 	 247 	 1011 	 -6,1 	  
08:50 14.01.2019 	 1,21 	 1,23 	 2 	 2 	 260 	 1011 	 -6,4 	  
08:40 14.01.2019 	 1,22 	 1,27 	 2 	 3 	 260 	 1011 	 -6,5 	  
08:30 14.01.2019 	 1,24 	 1,27 	 3 	 3 	 259 	 1011 	 -6,4 	  
08:20 14.01.2019 	 1,24 	 1,29 	 2 	 2 	 271 	 1011 	 -6,4 	  
08:10 14.01.2019 	 1,25 	 1,32 	 2 	 3 	 264 	 1011 	 -6,4 	  
08:00 14.01.2019 	 1,25 	 1,33 	 2 	 3 	 265 	 1012 	 -6,3 	  
07:50 14.01.2019 	 1,25 	 1,32 	 2 	 3 	 253 	 1012 	 -6,1 	  
07:40 14.01.2019 	 1,25 	 1,31 	 1 	 2 	 325 	 1012 	 -6,3 	  
07:30 14.01.2019 	 1,25 	 1,28 	 0 	 1 	 4 	 1012 	 -6,5 	  
07:20 14.01.2019 	 1,24 	 1,28 	 1 	 2 	 48 	 1012 	 -5,7 	  
07:10 14.01.2019 	 1,23 	 1,3 	 1 	 2 	 56 	 1012 	 -5,5 	  
07:00 14.01.2019 	 1,22 	 1,29 	 1 	 2 	 61 	 1012 	 -5,5 	  
06:50 14.01.2019 	 1,21 	 1,28 	 1 	 2 	 13 	 1012 	 -5,8 	  
06:40 14.01.2019 	 1,2 	 1,29 	 1 	 2 	 6 	 1012 	 -6 	  
06:30 14.01.2019 	 1,18 	 1,23 	 0 	 1 	 356 	 1012 	 -6,4 	  
06:20 14.01.2019 	 1,16 	 1,23 	 1 	 2 	 349 	 1012 	 -6,6 	  
06:10 14.01.2019 	 1,14 	 1,2 	 2 	 2 	 332 	 1012 	 -6,6 	  
06:00 14.01.2019 	 1,12 	 1,12 	 1 	 2 	 336 	 1013 	 -6,4 	  
05:50 14.01.2019 	 1,1 	 1,09 	 2 	 3 	 323 	 1013 	 -6,5 	  
05:40 14.01.2019 	 1,08 	 1,09 	 3 	 4 	 321 	 1013 	 -6,8 	  
05:30 14.01.2019 	 1,05 	 1,06 	 3 	 4 	 282 	 1013 	 -7,1 	  
05:20 14.01.2019 	 1,02 	 1,07 	 4 	 5 	 270 	 1013 	 -6,9 	  
05:10 14.01.2019 	 1 	 1,02 	 3 	 5 	 283 	 1013 	 -7,3 	  
05:00 14.01.2019 	 0,97 	 0,98 	 3 	 4 	 275 	 1013 	 -7,7 	  
04:50 14.01.2019 	 0,94 	 0,92 	 3 	 4 	 283 	 1013 	 -7,7 	  
04:40 14.01.2019 	 0,92 	 0,88 	 3 	 4 	 282 	 1013 	 -7,7 	  
04:30 14.01.2019 	 0,89 	 0,87 	 3 	 4 	 299 	 1013 	 -7,2 	  
04:20 14.01.2019 	 0,86 	 0,84 	 3 	 5 	 243 	 1013 	 -7,1 	  
04:10 14.01.2019 	 0,84 	 0,82 	 4 	 6 	 233 	 1013 	 -6,2 	  
04:00 14.01.2019 	 0,81 	 0,79 	 4 	 5 	 257 	 1013 	 -6,5 	  
03:50 14.01.2019 	 0,78 	 0,73 	 5 	 6 	 260 	 1014 	 -6,4 	  
03:40 14.01.2019 	 0,76 	 0,65 	 5 	 7 	 257 	 1014 	 -6,8 	  
03:30 14.01.2019 	 0,73 	 0,64 	 5 	 6 	 249 	 1014 	 -5,8 	  
03:20 14.01.2019 	 0,71 	 0,64 	 6 	 7 	 256 	 1013 	 -6 	  
03:10 14.01.2019 	 0,69 	 0,66 	 5 	 7 	 260 	 1013 	 -6 	  
03:00 14.01.2019 	 0,66 	 0,63 	 5 	 6 	 261 	 1013 	 -6,4 	  
02:50 14.01.2019 	 0,65 	 0,62 	 5 	 6 	 264 	 1014 	 -6,3 	  
02:40 14.01.2019 	 0,63 	 0,6 	 6 	 7 	 261 	 1014 	 -5,7 	  
02:30 14.01.2019 	 0,62 	 0,55 	 5 	 7 	 262 	 1014 	 -5,7 	  
02:20 14.01.2019 	 0,6 	 0,53 	 5 	 7 	 253 	 1014 	 -5,4 	  
02:10 14.01.2019 	 0,59 	 0,54 	 5 	 7 	 244 	 1014 	 -5,3 	  
02:00 14.01.2019 	 0,58 	 0,54 	 5 	 9 	 243 	 1014 	 -5,3 	  
01:50 14.01.2019 	 0,58 	 0,53 	 6 	 9 	 245 	 1014 	 -5,4 	  
01:40 14.01.2019 	 0,57 	 0,52 	 7 	 10 	 246 	 1014 	 -5,2 	  
01:30 14.01.2019 	 0,57 	 0,53 	 7 	 11 	 251 	 1014 	 -5,3 	  
01:20 14.01.2019 	 0,58 	 0,53 	 8 	 11 	 255 	 1014 	 -5,1 	  
01:10 14.01.2019 	 0,58 	 0,56 	 7 	 10 	 252 	 1014 	 -5,3 	  
01:00 14.01.2019 	 0,58 	 0,56 	 6 	 9 	 258 	 1014 	 -5,2 	  
00:50 14.01.2019 	 0,6 	 0,57 	 6 	 9 	 258 	 1014 	 -5,1 	  
00:40 14.01.2019 	 0,61 	 0,58 	 6 	 10 	 255 	 1014 	 -5 	  
00:30 14.01.2019 	 0,62 	 0,59 	 7 	 10 	 278 	 1014 	 -5,2 	  
00:20 14.01.2019 	 0,64 	 0,62 	 7 	 10 	 246 	 1014 	 -5,1 	  
00:10 14.01.2019 	 0,66 	 0,64 	 7 	 11 	 243 	 1014 	 -5,1 	  
00:00 14.01.2019 	 0,68 	 0,68 	 7 	 10 	 259 	 1014 	 -5,7 	  
23:50 13.01.2019 	 0,7 	 0,71 	 8 	 12 	 261 	 1014 	 -5,6 	  
23:40 13.01.2019 	 0,72 	 0,74 	 9 	 13 	 258 	 1014 	 -6 	  
23:30 13.01.2019 	 0,75 	 0,77 	 8 	 12 	 239 	 1014 	 -5,9 	  
23:20 13.01.2019 	 0,77 	 0,78 	 8 	 12 	 240 	 1014 	 -6 	  
23:10 13.01.2019 	 0,8 	 0,79 	 8 	 12 	 246 	 1014 	 -6,4 	  
23:00 13.01.2019 	 0,83 	 0,83 	 7 	 10 	 248 	 1014 	 -6 	  
22:50 13.01.2019 	 0,86 	 0,89 	 7 	 9 	 254 	 1015 	 -6,3 	  
22:40 13.01.2019 	 0,88 	 0,94 	 7 	 9 	 244 	 1015 	 -6,1 	  
22:30 13.01.2019 	 0,91 	 0,97 	 6 	 9 	 241 	 1015 	 -6,1 	  
22:20 13.01.2019 	 0,94 	 0,99 	 6 	 8 	 247 	 1015 	 -6,2 	  
22:10 13.01.2019 	 0,97 	 1,03 	 4 	 7 	 234 	 1016 	 -6,1 	  
