 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	Sjavarhiti (degC)	Selta (PSU)	
13:10 16.01.2019 	 3,06 	 3,28 	 7 	 13 	 70 	 1014 	 -0,5 	 -13,6 	 15,51 	  
13:00 16.01.2019 	 3,02 	 3,26 	 7 	 11 	 78 	 1014 	 -0,7 	 -13,2 	 15,65 	  
12:50 16.01.2019 	 2,98 	 3,14 	 6 	 11 	 74 	 1014 	 -0,5 	 -10,7 	 16,24 	  
12:40 16.01.2019 	 2,93 	 -3,75 	 7 	 10 	 81 	 1013 	 -0,8 	 -15 	 15 	  
12:30 16.01.2019 	 2,88 	 -3,75 	 7 	 12 	 80 	 1013 	 -0,7 	 -15 	 15 	  
12:20 16.01.2019 	 2,83 	 -3,75 	 7 	 12 	 97 	 1013 	 -0,9 	 -15 	 15 	  
12:10 16.01.2019 	 2,77 	 -3,75 	 7 	 14 	 88 	 1013 	 -0,9 	 -15 	 15 	  
12:00 16.01.2019 	 2,71 	 -3,75 	 6 	 10 	 94 	 1013 	 -1,3 	 -15 	 15,01 	  
11:50 16.01.2019 	 2,65 	 -3,75 	 7 	 11 	 90 	 1013 	 -1,2 	 -15 	 15,01 	  
11:40 16.01.2019 	 2,58 	 -3,75 	 7 	 11 	 94 	 1013 	 -1,2 	 -15 	 15,01 	  
11:30 16.01.2019 	 2,52 	 -3,75 	 8 	 13 	 88 	 1013 	 -1,3 	 -15 	 15 	  
11:20 16.01.2019 	 2,45 	 -3,75 	 8 	 14 	 88 	 1014 	 -1,5 	 -15 	 15,01 	  
11:10 16.01.2019 	 2,39 	 -3,75 	 8 	 12 	 75 	 1014 	 -1,3 	 -15 	 15,01 	  
11:00 16.01.2019 	 2,32 	 -3,75 	 8 	 11 	 66 	 1014 	 -1 	 -15 	 15,01 	  
10:50 16.01.2019 	 2,26 	 -3,76 	 7 	 11 	 71 	 1014 	 -1,1 	 -15 	 15,01 	  
10:40 16.01.2019 	 2,19 	 2,19 	 8 	 12 	 69 	 1014 	 -1,1 	 -14,3 	 15,24 	  
10:30 16.01.2019 	 2,13 	 2,18 	 8 	 11 	 68 	 1013 	 -0,8 	 -14,3 	 15,23 	  
10:20 16.01.2019 	 2,07 	 2,07 	 9 	 13 	 74 	 1013 	 -1,2 	 -14,3 	 15,25 	  
10:10 16.01.2019 	 2,01 	 1,33 	 8 	 12 	 69 	 1013 	 -1,2 	 -14,1 	 15,29 	  
10:00 16.01.2019 	 1,95 	 2,06 	 7 	 11 	 85 	 1013 	 -1 	 -14,2 	 15,27 	  
09:50 16.01.2019 	 1,9 	 2,01 	 8 	 11 	 80 	 1013 	 -1,3 	 -14,1 	 15,26 	  
09:40 16.01.2019 	 1,85 	 2 	 6 	 11 	 72 	 1012 	 -1,2 	 -13,9 	 15,31 	  
09:30 16.01.2019 	 1,8 	 1,97 	 7 	 11 	 74 	 1012 	 -1,5 	 -13,7 	 15,36 	  
09:20 16.01.2019 	 1,76 	 1,98 	 5 	 9 	 92 	 1012 	 -1,7 	 -12,6 	 15,48 	  
09:10 16.01.2019 	 1,72 	 -3,75 	 6 	 13 	 79 	 1012 	 -1,6 	 -15 	 15,01 	  
09:00 16.01.2019 	 1,69 	 -3,75 	 5 	 9 	 77 	 1012 	 -1,8 	 -15 	 15,01 	  
08:50 16.01.2019 	 1,66 	 -3,75 	 7 	 11 	 85 	 1011 	 -1,6 	 -15 	 15,01 	  
08:40 16.01.2019 	 1,64 	 -3,75 	 7 	 11 	 64 	 1011 	 -1,5 	 -15 	 15,01 	  
08:30 16.01.2019 	 1,62 	 -3,76 	 7 	 12 	 77 	 1011 	 -1,5 	 -15 	 15,01 	  
08:20 16.01.2019 	 1,61 	 1,68 	 8 	 13 	 56 	 1011 	 -1,9 	 -12,9 	 15,39 	  
08:10 16.01.2019 	 1,6 	 1,65 	 6 	 11 	 96 	 1011 	 -1,9 	 -12,7 	 15,42 	  
08:00 16.01.2019 	 1,6 	 1,65 	 5 	 9 	 103 	 1011 	 -2 	 -12,5 	 15,43 	  
07:50 16.01.2019 	 1,61 	 1,63 	 6 	 11 	 116 	 1010 	 -2 	 -12,4 	 15,44 	  
07:40 16.01.2019 	 1,62 	 1,66 	 5 	 9 	 101 	 1010 	 -2,2 	 -12,1 	 15,47 	  
07:30 16.01.2019 	 1,63 	 1,67 	 6 	 10 	 80 	 1010 	 -2,3 	 -12,2 	 15,45 	  
07:20 16.01.2019 	 1,65 	 1,74 	 7 	 11 	 81 	 1010 	 -2,3 	 -10,3 	 15,61 	  
07:10 16.01.2019 	 1,68 	 0,63 	 7 	 12 	 67 	 1010 	 -2,5 	 -10,7 	 15,52 	  
07:00 16.01.2019 	 1,71 	 -3,75 	 7 	 11 	 57 	 1010 	 -2,9 	 -15 	 15 	  
06:50 16.01.2019 	 1,75 	 -3,75 	 8 	 10 	 79 	 1010 	 -2,5 	 -15 	 15 	  
06:40 16.01.2019 	 1,79 	 -3,75 	 7 	 10 	 100 	 1010 	 -2,5 	 -15 	 15 	  
06:30 16.01.2019 	 1,83 	 -3,75 	 6 	 10 	 90 	 1009 	 -2,4 	 -15 	 15 	  
06:20 16.01.2019 	 1,88 	 -3,75 	 8 	 11 	 86 	 1010 	 -2,9 	 -15 	 15 	  
06:10 16.01.2019 	 1,94 	 -3,75 	 10 	 14 	 70 	 1009 	 -2,5 	 -15 	 15 	  
06:00 16.01.2019 	 1,99 	 -3,75 	 10 	 14 	 63 	 1009 	 -3 	 -15 	 15 	  
05:50 16.01.2019 	 2,05 	 -3,75 	 10 	 14 	 79 	 1009 	 -3,4 	 -15 	 15 	  
05:40 16.01.2019 	 2,11 	 -3,75 	 9 	 12 	 82 	 1009 	 -3 	 -15 	 15 	  
05:30 16.01.2019 	 2,17 	 -3,75 	 9 	 14 	 50 	 1009 	 -3,3 	 -15 	 15 	  
05:20 16.01.2019 	 2,23 	 -3,75 	 9 	 13 	 50 	 1008 	 -3 	 -15 	 15 	  
05:10 16.01.2019 	 2,3 	 -3,75 	 9 	 14 	 50 	 1008 	 -2,9 	 -15 	 15 	  
05:00 16.01.2019 	 2,37 	 -3,75 	 6 	 10 	 80 	 1008 	 -2,9 	 -15 	 15 	  
04:50 16.01.2019 	 2,43 	 -3,75 	 9 	 14 	 75 	 1008 	 -2,7 	 -15 	 15 	  
04:40 16.01.2019 	 2,5 	 -3,75 	 10 	 15 	 64 	 1008 	 -2 	 -15 	 15 	  
04:30 16.01.2019 	 2,56 	 -3,75 	 13 	 16 	 45 	 1007 	 -2,3 	 -15 	 15 	  
04:20 16.01.2019 	 2,63 	 -3,75 	 11 	 16 	 42 	 1007 	 -2,8 	 -15 	 15 	  
04:10 16.01.2019 	 2,69 	 -3,75 	 11 	 15 	 57 	 1007 	 -2,6 	 -15 	 15 	  
04:00 16.01.2019 	 2,75 	 -3,75 	 9 	 14 	 75 	 1007 	 -2,3 	 -15 	 15 	  
03:50 16.01.2019 	 2,81 	 -3,75 	 9 	 13 	 88 	 1007 	 -2,3 	 -15 	 15 	  
03:40 16.01.2019 	 2,87 	 -3,75 	 7 	 12 	 90 	 1007 	 -2,7 	 -15 	 15 	  
03:30 16.01.2019 	 2,92 	 -3,75 	 7 	 10 	 92 	 1006 	 -2,4 	 -15 	 15 	  
03:20 16.01.2019 	 2,97 	 -3,75 	 8 	 14 	 93 	 1006 	 -2,5 	 -15 	 15 	  
03:10 16.01.2019 	 3,02 	 -3,75 	 8 	 12 	 105 	 1006 	 -2,4 	 -15 	 15 	  
03:00 16.01.2019 	 3,06 	 -3,75 	 7 	 13 	 71 	 1006 	 -2,5 	 -15 	 15 	  
02:50 16.01.2019 	 3,1 	 -3,75 	 5 	 10 	 57 	 1006 	 -2,1 	 -15 	 15 	  
02:40 16.01.2019 	 3,13 	 -3,75 	 7 	 10 	 79 	 1006 	 -1,8 	 -15 	 15 	  
02:30 16.01.2019 	 3,16 	 -3,75 	 7 	 10 	 68 	 1006 	 -1,9 	 -15 	 15 	  
02:20 16.01.2019 	 3,18 	 -3,75 	 8 	 12 	 93 	 1005 	 -1,9 	 -15 	 15 	  
02:10 16.01.2019 	 3,2 	 -3,75 	 7 	 12 	 111 	 1005 	 -2,6 	 -15 	 15 	  
02:00 16.01.2019 	 3,21 	 -3,75 	 7 	 11 	 104 	 1005 	 -2,3 	 -15 	 15 	  
01:50 16.01.2019 	 3,21 	 -3,75 	 9 	 14 	 108 	 1005 	 -2,7 	 -15 	 15 	  
01:40 16.01.2019 	 3,21 	 -3,75 	 9 	 13 	 105 	 1004 	 -2,4 	 -15 	 15 	  
01:30 16.01.2019 	 3,21 	 -3,75 	 9 	 13 	 100 	 1004 	 -2,6 	 -15 	 15 	  
01:20 16.01.2019 	 3,19 	 -3,75 	 9 	 15 	 103 	 1004 	 -2,5 	 -15 	 15 	  
01:10 16.01.2019 	 3,18 	 -3,75 	 10 	 17 	 82 	 1004 	 -2 	 -15 	 15 	  
01:00 16.01.2019 	 3,15 	 -3,75 	 11 	 17 	 55 	 1003 	 -1,9 	 -15 	 15 	  
00:50 16.01.2019 	 3,12 	 -3,75 	 11 	 18 	 49 	 1003 	 -2 	 -15 	 15 	  
00:40 16.01.2019 	 3,09 	 -3,75 	 10 	 17 	 57 	 1003 	 -1,9 	 -15 	 15 	  
00:30 16.01.2019 	 3,05 	 -3,75 	 10 	 15 	 63 	 1002 	 -1,9 	 -15 	 15 	  
00:20 16.01.2019 	 3,01 	 -3,75 	 10 	 17 	 59 	 1002 	 -2 	 -15 	 15 	  
00:10 16.01.2019 	 2,96 	 -3,75 	 10 	 16 	 76 	 1002 	 -2,1 	 -15 	 15 	  
00:00 16.01.2019 	 2,9 	 -3,75 	 11 	 17 	 85 	 1002 	 -1,9 	 -15 	 15 	  
23:50 15.01.2019 	 2,85 	 -3,75 	 11 	 19 	 89 	 1002 	 -1,8 	 -15 	 15 	  
23:40 15.01.2019 	 2,79 	 -3,75 	 11 	 16 	 90 	 1002 	 -2,1 	 -15 	 15 	  
23:30 15.01.2019 	 2,72 	 -3,75 	 12 	 16 	 88 	 1001 	 -1,2 	 -15 	 15 	  
23:20 15.01.2019 	 2,66 	 -3,75 	 11 	 16 	 73 	 1001 	 -1,2 	 -15 	 15 	  
23:10 15.01.2019 	 2,59 	 -3,75 	 12 	 21 	 64 	 1001 	 -0,9 	 -15 	 15 	  
23:00 15.01.2019 	 2,52 	 -3,75 	 11 	 17 	 62 	 1000 	 -1,3 	 -15 	 15 	  
22:50 15.01.2019 	 2,45 	 -3,75 	 11 	 17 	 66 	 1000 	 -1,5 	 -15 	 15 	  
22:40 15.01.2019 	 2,38 	 -3,75 	 12 	 17 	 65 	 1000 	 -1,2 	 -15 	 15 	  
22:30 15.01.2019 	 2,31 	 -3,75 	 11 	 17 	 59 	 1000 	 -1,2 	 -15 	 15,01 	  
22:20 15.01.2019 	 2,24 	 -3,75 	 11 	 18 	 53 	 1000 	 -1,1 	 -15 	 15 	  
22:10 15.01.2019 	 2,17 	 -3,75 	 11 	 15 	 68 	 1000 	 -1,2 	 -15 	 15 	  
22:00 15.01.2019 	 2,1 	 -3,75 	 9 	 13 	 63 	 1000 	 -1,3 	 -15 	 15 	  
21:50 15.01.2019 	 2,03 	 -3,75 	 12 	 17 	 56 	 999 	 -0,9 	 -15 	 15 	  
21:40 15.01.2019 	 1,97 	 -3,75 	 11 	 15 	 55 	 999 	 -1,1 	 -15 	 15 	  
21:30 15.01.2019 	 1,91 	 -3,75 	 12 	 18 	 56 	 999 	 -0,6 	 -15 	 15 	  
21:20 15.01.2019 	 1,85 	 -3,75 	 12 	 16 	 51 	 999 	 -1,1 	 -15 	 15 	  
21:10 15.01.2019 	 1,79 	 -3,75 	 14 	 19 	 40 	 999 	 -1,2 	 -15 	 15 	  
21:00 15.01.2019 	 1,74 	 -3,75 	 13 	 19 	 38 	 998 	 -1,3 	 -15 	 15 	  
20:50 15.01.2019 	 1,69 	 -3,75 	 12 	 17 	 37 	 998 	 -1,5 	 -15 	 15 	  
20:40 15.01.2019 	 1,64 	 -3,75 	 14 	 20 	 39 	 998 	 -1,4 	 -15 	 15 	  
20:30 15.01.2019 	 1,6 	 -3,75 	 14 	 20 	 38 	 998 	 -1,3 	 -15 	 15 	  
20:20 15.01.2019 	 1,57 	 -3,75 	 13 	 20 	 37 	 998 	 -1,5 	 -15 	 15 	  
20:10 15.01.2019 	 1,54 	 -3,75 	 14 	 21 	 37 	 997 	 -1,2 	 -15 	 15 	  
20:00 15.01.2019 	 1,51 	 -3,75 	 14 	 21 	 38 	 997 	 -1,1 	 -15 	 15,01 	  
19:50 15.01.2019 	 1,5 	 -3,75 	 13 	 20 	 35 	 997 	 -1,1 	 -15 	 15 	  
19:40 15.01.2019 	 1,48 	 -3,75 	 13 	 20 	 37 	 997 	 -1,1 	 -15 	 15,01 	  
19:30 15.01.2019 	 1,48 	 -3,75 	 13 	 20 	 37 	 997 	 -1 	 -15 	 15 	  
19:20 15.01.2019 	 1,48 	 -3,75 	 12 	 18 	 37 	 997 	 -1,2 	 -15 	 15 	  
19:10 15.01.2019 	 1,48 	 -3,75 	 12 	 18 	 36 	 997 	 -1,2 	 -15 	 15,01 	  
19:00 15.01.2019 	 1,49 	 -3,75 	 14 	 19 	 41 	 997 	 -1,1 	 -15 	 15 	  
18:50 15.01.2019 	 1,51 	 -3,75 	 13 	 20 	 37 	 996 	 -0,8 	 -15 	 15 	  
18:40 15.01.2019 	 1,53 	 -3,75 	 12 	 18 	 39 	 996 	 -1,1 	 -15 	 15 	  
18:30 15.01.2019 	 1,56 	 -3,75 	 13 	 18 	 42 	 996 	 -1,1 	 -15 	 15 	  
18:20 15.01.2019 	 1,59 	 -3,75 	 14 	 18 	 45 	 996 	 -0,8 	 -15 	 15 	  
18:10 15.01.2019 	 1,63 	 -3,75 	 14 	 19 	 43 	 996 	 -0,5 	 -15 	 15 	  
18:00 15.01.2019 	 1,67 	 -3,75 	 14 	 22 	 41 	 995 	 -0,3 	 -15 	 15 	  
17:50 15.01.2019 	 1,72 	 -3,75 	 13 	 19 	 45 	 995 	 -0,6 	 -15 	 15 	  
17:40 15.01.2019 	 1,77 	 -3,75 	 13 	 17 	 47 	 995 	 -0,9 	 -15 	 15 	  
17:30 15.01.2019 	 1,82 	 -3,75 	 12 	 16 	 50 	 995 	 -1 	 -15 	 15 	  
17:20 15.01.2019 	 1,88 	 -3,75 	 12 	 17 	 53 	 995 	 -1,2 	 -15 	 15 	  
17:10 15.01.2019 	 1,94 	 -3,75 	 12 	 19 	 49 	 995 	 -1 	 -15 	 15 	  
17:00 15.01.2019 	 2 	 -3,75 	 12 	 16 	 48 	 995 	 -0,7 	 -15 	 15 	  
16:50 15.01.2019 	 2,06 	 -3,75 	 12 	 17 	 47 	 994 	 -0,5 	 -15 	 15,01 	  
16:40 15.01.2019 	 2,13 	 -3,75 	 13 	 16 	 45 	 994 	 -0,5 	 -15 	 15,01 	  
16:30 15.01.2019 	 2,19 	 -3,75 	 11 	 16 	 47 	 994 	 -0,1 	 -15 	 15,01 	  
16:20 15.01.2019 	 2,26 	 -3,75 	 11 	 16 	 43 	 994 	 -0,3 	 -15 	 15,01 	  
16:10 15.01.2019 	 2,33 	 -3,75 	 11 	 16 	 44 	 994 	 -0,1 	 -15 	 15,01 	  
16:00 15.01.2019 	 2,4 	 -3,75 	 11 	 16 	 44 	 994 	 -0 	 -15 	 15,01 	  
15:50 15.01.2019 	 2,46 	 -3,75 	 10 	 14 	 49 	 994 	 0,3 	 -15 	 15,01 	  
15:40 15.01.2019 	 2,53 	 -3,75 	 11 	 15 	 49 	 994 	 0,4 	 -15 	 15,01 	  
15:30 15.01.2019 	 2,59 	 -3,75 	 11 	 15 	 49 	 994 	 0,3 	 -15 	 15,01 	  
15:20 15.01.2019 	 2,66 	 2,8 	 11 	 16 	 49 	 993 	 0,5 	 -12,7 	 15,35 	  
15:10 15.01.2019 	 2,72 	 -3,76 	 11 	 16 	 53 	 993 	 0,3 	 -15 	 15,01 	  
15:00 15.01.2019 	 2,78 	 0,64 	 11 	 16 	 50 	 993 	 0,3 	 -14 	 15,19 	  
14:50 15.01.2019 	 2,83 	 -3,76 	 11 	 17 	 52 	 993 	 0,5 	 -15 	 15,01 	  
14:40 15.01.2019 	 2,88 	 3,04 	 11 	 18 	 51 	 993 	 0,2 	 -11,8 	 15,46 	  
14:30 15.01.2019 	 2,93 	 3,23 	 12 	 17 	 54 	 993 	 0,1 	 -10,8 	 15,57 	  
14:20 15.01.2019 	 2,97 	 -3,75 	 11 	 17 	 57 	 993 	 0,3 	 -15 	 15,01 	  
14:10 15.01.2019 	 3,01 	 -3,75 	 12 	 18 	 52 	 993 	 0,4 	 -15 	 15 	  
14:00 15.01.2019 	 3,04 	 -3,75 	 12 	 19 	 54 	 993 	 -0,1 	 -15 	 15,01 	  
13:50 15.01.2019 	 3,07 	 -3,75 	 12 	 17 	 57 	 993 	 -0 	 -15 	 15,01 	  
13:40 15.01.2019 	 3,1 	 -3,75 	 12 	 18 	 57 	 993 	 -0 	 -15 	 15,01 	  
13:30 15.01.2019 	 3,12 	 -3,75 	 12 	 17 	 59 	 993 	 0 	 -15 	 15,01 	  
13:20 15.01.2019 	 3,13 	 -3,75 	 12 	 16 	 55 	 993 	 0,1 	 -15 	 15,01 	  
13:10 15.01.2019 	 3,14 	 -3,75 	 13 	 17 	 52 	 993 	 0,4 	 -15 	 15,01 	  
13:00 15.01.2019 	 3,14 	 -3,75 	 12 	 16 	 52 	 993 	 0,4 	 -15 	 15,01 	  
12:50 15.01.2019 	 3,14 	 -3,75 	 12 	 15 	 51 	 992 	 0,5 	 -15 	 15,01 	  
12:40 15.01.2019 	 3,13 	 -3,15 	 12 	 16 	 53 	 992 	 0,7 	 -14,7 	 15,08 	  
12:30 15.01.2019 	 3,12 	 -3,75 	 12 	 14 	 50 	 992 	 0,5 	 -15 	 15 	  
12:20 15.01.2019 	 3,1 	 -3,75 	 11 	 14 	 55 	 992 	 0,5 	 -15 	 15 	  
12:10 15.01.2019 	 3,08 	 -3,75 	 6 	 11 	 71 	 992 	 2,1 	 -15 	 15,01 	  
12:00 15.01.2019 	 3,05 	 -3,75 	 6 	 8 	 84 	 992 	 2,3 	 -15 	 15,01 	  
11:50 15.01.2019 	 3,02 	 -3,75 	 7 	 9 	 87 	 992 	 2 	 -15 	 15,01 	  
11:40 15.01.2019 	 2,98 	 -3,75 	 7 	 8 	 85 	 992 	 2 	 -15 	 15,01 	  
11:30 15.01.2019 	 2,94 	 -3,76 	 7 	 9 	 82 	 992 	 1,8 	 -15 	 15,01 	  
11:20 15.01.2019 	 2,9 	 -0,6 	 6 	 8 	 85 	 992 	 2,1 	 -12,2 	 15,35 	  
11:10 15.01.2019 	 2,85 	 -3,75 	 5 	 5 	 100 	 992 	 1,5 	 -15 	 15,01 	  
11:00 15.01.2019 	 2,8 	 -3,75 	 5 	 5 	 97 	 991 	 1,5 	 -15 	 15,01 	  
10:50 15.01.2019 	 2,75 	 -3,75 	 5 	 6 	 99 	 991 	 1,6 	 -15 	 15,01 	  
10:40 15.01.2019 	 2,69 	 -3,75 	 6 	 7 	 92 	 991 	 1,6 	 -15 	 15,01 	  
10:30 15.01.2019 	 2,63 	 -3,76 	 6 	 7 	 102 	 991 	 1,6 	 -15 	 15,01 	  
10:20 15.01.2019 	 2,57 	 2,82 	 7 	 9 	 119 	 991 	 1,3 	 -13,7 	 15,21 	  
10:10 15.01.2019 	 2,51 	 2,82 	 7 	 9 	 120 	 991 	 1,4 	 -13,6 	 15,22 	  
10:00 15.01.2019 	 2,45 	 2,45 	 8 	 9 	 112 	 991 	 1,3 	 -13,4 	 15,25 	  
09:50 15.01.2019 	 2,39 	 2,43 	 8 	 10 	 113 	 991 	 1,5 	 -13,5 	 15,23 	  
09:40 15.01.2019 	 2,33 	 2,08 	 9 	 12 	 110 	 991 	 1,6 	 -11,5 	 15,49 	  
09:30 15.01.2019 	 2,26 	 -3,75 	 7 	 10 	 111 	 991 	 1,8 	 -15 	 15,01 	  
09:20 15.01.2019 	 2,2 	 -3,75 	 5 	 9 	 92 	 991 	 2,1 	 -15 	 15,01 	  
09:10 15.01.2019 	 2,14 	 -3,76 	 1 	 4 	 84 	 991 	 2,6 	 -15 	 15,01 	  
09:00 15.01.2019 	 2,08 	 -3,75 	 3 	 5 	 255 	 991 	 2,1 	 -15 	 15,01 	  
08:50 15.01.2019 	 2,03 	 -3,76 	 3 	 6 	 192 	 991 	 3,2 	 -15 	 15,01 	  
08:40 15.01.2019 	 1,97 	 2,12 	 2 	 4 	 164 	 990 	 3,2 	 -12,5 	 15,39 	  
08:30 15.01.2019 	 1,92 	 -0,66 	 2 	 4 	 169 	 990 	 3,3 	 -11,7 	 15,44 	  
08:20 15.01.2019 	 1,87 	 -3,75 	 3 	 5 	 174 	 990 	 3,6 	 -15 	 15,01 	  
08:10 15.01.2019 	 1,83 	 -3,75 	 2 	 4 	 197 	 990 	 3 	 -15 	 15,01 	  
08:00 15.01.2019 	 1,79 	 -3,75 	 1 	 4 	 217 	 990 	 2,7 	 -15 	 15,01 	  
07:50 15.01.2019 	 1,75 	 -3,75 	 1 	 2 	 8 	 990 	 2,5 	 -15 	 15,01 	  
07:40 15.01.2019 	 1,72 	 -3,75 	 2 	 5 	 214 	 990 	 2,5 	 -15 	 15,01 	  
07:30 15.01.2019 	 1,69 	 -3,75 	 4 	 5 	 206 	 990 	 3,2 	 -15 	 15,01 	  
07:20 15.01.2019 	 1,67 	 -3,75 	 4 	 7 	 198 	 990 	 3,2 	 -15 	 15,01 	  
07:10 15.01.2019 	 1,65 	 -3,75 	 4 	 7 	 196 	 990 	 3,2 	 -15 	 15,01 	  
07:00 15.01.2019 	 1,64 	 -3,75 	 5 	 7 	 199 	 990 	 3,1 	 -15 	 15,01 	  
06:50 15.01.2019 	 1,63 	 -3,75 	 6 	 8 	 199 	 990 	 3,1 	 -15 	 15,01 	  
06:40 15.01.2019 	 1,63 	 -3,76 	 6 	 8 	 205 	 990 	 2,9 	 -15 	 15,01 	  
06:30 15.01.2019 	 1,64 	 1,26 	 7 	 9 	 206 	 990 	 2,9 	 -13 	 15,31 	  
06:20 15.01.2019 	 1,64 	 1,85 	 8 	 10 	 205 	 990 	 2,9 	 -11,7 	 15,49 	  
06:10 15.01.2019 	 1,66 	 -3,75 	 8 	 10 	 206 	 990 	 2,8 	 -15 	 15,01 	  
06:00 15.01.2019 	 1,68 	 -3,76 	 8 	 10 	 204 	 989 	 2,7 	 -15 	 15,01 	  
05:50 15.01.2019 	 1,7 	 1,81 	 5 	 10 	 223 	 990 	 2,5 	 -9,6 	 15,72 	  
05:40 15.01.2019 	 1,73 	 -3,75 	 5 	 7 	 224 	 990 	 1,9 	 -15 	 15,01 	  
05:30 15.01.2019 	 1,77 	 -3,75 	 6 	 11 	 226 	 990 	 1,7 	 -15 	 15,01 	  
05:20 15.01.2019 	 1,81 	 -3,76 	 8 	 14 	 215 	 990 	 2 	 -15 	 15,02 	  
05:10 15.01.2019 	 1,85 	 -3,76 	 7 	 9 	 202 	 989 	 3,2 	 -15 	 15,01 	  
05:00 15.01.2019 	 1,9 	 2,05 	 8 	 10 	 199 	 989 	 3,1 	 -11,2 	 15,54 	  
04:50 15.01.2019 	 1,95 	 2,09 	 9 	 12 	 206 	 989 	 3,1 	 -12,9 	 15,34 	  
04:40 15.01.2019 	 2 	 -3,75 	 9 	 13 	 215 	 989 	 3,3 	 -15 	 15,01 	  
04:30 15.01.2019 	 2,06 	 -3,76 	 9 	 11 	 220 	 989 	 3,5 	 -15 	 15,01 	  
04:20 15.01.2019 	 2,12 	 2,31 	 9 	 12 	 223 	 989 	 3,3 	 -11,1 	 15,56 	  
04:10 15.01.2019 	 2,18 	 -1,12 	 7 	 10 	 226 	 989 	 3,2 	 -14,5 	 15,1 	  
04:00 15.01.2019 	 2,24 	 2,44 	 6 	 9 	 230 	 989 	 3 	 -11,8 	 15,47 	  
03:50 15.01.2019 	 2,31 	 -3,75 	 7 	 10 	 227 	 989 	 3 	 -15 	 15,01 	  
03:40 15.01.2019 	 2,37 	 -3,75 	 7 	 10 	 225 	 989 	 2,9 	 -15 	 15,01 	  
03:30 15.01.2019 	 2,44 	 -3,75 	 8 	 14 	 209 	 989 	 3,1 	 -15 	 15,01 	  
03:20 15.01.2019 	 2,5 	 -3,76 	 12 	 15 	 201 	 989 	 3,1 	 -15 	 15,01 	  
03:10 15.01.2019 	 2,57 	 2,61 	 11 	 15 	 209 	 989 	 3,2 	 -13,5 	 15,26 	  
03:00 15.01.2019 	 2,63 	 2,85 	 9 	 13 	 196 	 989 	 3,6 	 -11,9 	 15,45 	  
02:50 15.01.2019 	 2,69 	 2,05 	 10 	 14 	 198 	 989 	 3,4 	 -10,8 	 15,59 	  
02:40 15.01.2019 	 2,75 	 -3,75 	 10 	 14 	 219 	 989 	 3,9 	 -15 	 15,01 	  
02:30 15.01.2019 	 2,8 	 -3,76 	 7 	 11 	 234 	 989 	 3,3 	 -15 	 15,01 	  
02:20 15.01.2019 	 2,86 	 2,95 	 7 	 9 	 235 	 989 	 3,2 	 -13,5 	 15,24 	  
02:10 15.01.2019 	 2,91 	 3,13 	 7 	 11 	 234 	 989 	 3 	 -13,1 	 15,3 	  
02:00 15.01.2019 	 2,95 	 -3,75 	 10 	 16 	 235 	 989 	 2,8 	 -15 	 15,01 	  
01:50 15.01.2019 	 2,99 	 -3,75 	 9 	 16 	 237 	 989 	 3,1 	 -15 	 15,01 	  
01:40 15.01.2019 	 3,03 	 -3,75 	 9 	 14 	 240 	 988 	 3,6 	 -15 	 15,01 	  
01:30 15.01.2019 	 3,06 	 1,17 	 11 	 15 	 242 	 988 	 3,3 	 -13,5 	 15,23 	  
01:20 15.01.2019 	 3,09 	 3,39 	 10 	 15 	 242 	 988 	 2,7 	 -13,2 	 15,29 	  
01:10 15.01.2019 	 3,11 	 -3,75 	 11 	 17 	 219 	 989 	 2,4 	 -15 	 15,01 	  
01:00 15.01.2019 	 3,13 	 -3,4 	 10 	 15 	 208 	 988 	 3,3 	 -14,9 	 15,03 	  
00:50 15.01.2019 	 3,14 	 0,24 	 6 	 12 	 235 	 988 	 3,5 	 -14,4 	 15,11 	  
00:40 15.01.2019 	 3,15 	 3,4 	 7 	 9 	 242 	 988 	 3,3 	 -14,5 	 15,1 	  
00:30 15.01.2019 	 3,15 	 3,36 	 7 	 10 	 238 	 988 	 3,3 	 -14,5 	 15,11 	  
00:20 15.01.2019 	 3,15 	 3,49 	 8 	 12 	 236 	 988 	 3,1 	 -14,5 	 15,11 	  
00:10 15.01.2019 	 3,14 	 3,26 	 8 	 11 	 236 	 988 	 2,9 	 -14,4 	 15,13 	  
00:00 15.01.2019 	 3,12 	 3,36 	 9 	 14 	 231 	 988 	 2,8 	 -14,3 	 15,13 	  
23:50 14.01.2019 	 3,1 	 3,49 	 8 	 13 	 237 	 988 	 2,9 	 -13,9 	 15,19 	  
23:40 14.01.2019 	 3,07 	 3,37 	 8 	 13 	 236 	 988 	 3,5 	 -13,4 	 15,26 	  
23:30 14.01.2019 	 3,04 	 3,44 	 7 	 12 	 232 	 988 	 3 	 -12 	 15,44 	  
23:20 14.01.2019 	 3 	 -3,75 	 8 	 13 	 234 	 988 	 2,6 	 -15 	 15,01 	  
23:10 14.01.2019 	 2,96 	 -3,76 	 7 	 15 	 239 	 988 	 2,7 	 -15 	 15,01 	  
23:00 14.01.2019 	 2,91 	 3,32 	 7 	 12 	 234 	 988 	 2,4 	 -11,4 	 15,55 	  
