 Timabil 	 Flodatafla (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Lofthiti (degC)	
12:10 29.01.2019 	 2,97 	 0 	 0 	 173 	 -7,7 	  
12:00 29.01.2019 	 2,92 	 0 	 0 	 161 	 -8,1 	  
11:50 29.01.2019 	 2,88 	 0 	 0 	 137 	 -8,3 	  
11:40 29.01.2019 	 2,82 	 0 	 0 	 146 	 -8,5 	  
11:30 29.01.2019 	 2,77 	 0 	 0 	 159 	 -8,3 	  
11:20 29.01.2019 	 2,7 	 0 	 0 	 168 	 -8,7 	  
11:10 29.01.2019 	 2,64 	 0 	 0 	 166 	 -9,1 	  
11:00 29.01.2019 	 2,57 	 0 	 0 	 156 	 -9,3 	  
10:50 29.01.2019 	 2,5 	 0 	 0 	 155 	 -9,5 	  
10:40 29.01.2019 	 2,43 	 0 	 0 	 161 	 -9,1 	  
10:30 29.01.2019 	 2,35 	 0 	 0 	 162 	 -9 	  
10:20 29.01.2019 	 2,28 	 0 	 0 	 176 	 -9,1 	  
10:10 29.01.2019 	 2,2 	 0 	 0 	 163 	 -9,1 	  
10:00 29.01.2019 	 2,12 	 0 	 0 	 114 	 -8,5 	  
09:50 29.01.2019 	 2,05 	 0 	 0 	 92 	 -8 	  
09:40 29.01.2019 	 1,97 	 0 	 0 	 59 	 -6,6 	  
09:30 29.01.2019 	 1,9 	 0 	 0 	 41 	 -6,5 	  
09:20 29.01.2019 	 1,83 	 0 	 0 	 22 	 -7,6 	  
09:10 29.01.2019 	 1,77 	 0 	 0 	 98 	 -7,3 	  
09:00 29.01.2019 	 1,7 	 0 	 0 	 129 	 -8 	  
08:50 29.01.2019 	 1,64 	 0 	 0 	 108 	 -7,3 	  
08:40 29.01.2019 	 1,59 	 0 	 0 	 124 	 -6,9 	  
08:30 29.01.2019 	 1,54 	 0 	 0 	 131 	 -6,9 	  
08:20 29.01.2019 	 1,49 	 0 	 0 	 107 	 -6,4 	  
08:10 29.01.2019 	 1,45 	 0 	 0 	 97 	 -6,7 	  
08:00 29.01.2019 	 1,42 	 0 	 0 	 91 	 -6,5 	  
07:50 29.01.2019 	 1,39 	 0 	 0 	 101 	 -6,7 	  
07:40 29.01.2019 	 1,36 	 0 	 0 	 107 	 -7,4 	  
07:30 29.01.2019 	 1,35 	 0 	 0 	 104 	 -6,4 	  
07:20 29.01.2019 	 1,34 	 0 	 0 	 102 	 -6,5 	  
07:10 29.01.2019 	 1,33 	 0 	 0 	 90 	 -6,8 	  
07:00 29.01.2019 	 1,34 	 0 	 0 	 92 	 -7,4 	  
06:50 29.01.2019 	 1,35 	 0 	 0 	 72 	 -6,7 	  
06:40 29.01.2019 	 1,36 	 0 	 0 	 82 	 -7 	  
06:30 29.01.2019 	 1,38 	 0 	 0 	 101 	 -6,9 	  
06:20 29.01.2019 	 1,41 	 0 	 0 	 71 	 -6,4 	  
06:10 29.01.2019 	 1,45 	 0 	 0 	 60 	 -5,9 	  
06:00 29.01.2019 	 1,49 	 0 	 0 	 48 	 -5,7 	  
05:50 29.01.2019 	 1,53 	 0 	 0 	 181 	 -7 	  
05:40 29.01.2019 	 1,58 	 0 	 0 	 174 	 -7,6 	  
05:30 29.01.2019 	 1,64 	 0 	 0 	 187 	 -7,4 	  
05:20 29.01.2019 	 1,7 	 0 	 0 	 86 	 -6,8 	  
05:10 29.01.2019 	 1,77 	 0 	 0 	 83 	 -6,3 	  
05:00 29.01.2019 	 1,83 	 0 	 0 	 131 	 -6,5 	  
04:50 29.01.2019 	 1,91 	 0 	 0 	 139 	 -6,5 	  
04:40 29.01.2019 	 1,98 	 0 	 0 	 138 	 -6,5 	  
04:30 29.01.2019 	 2,06 	 0 	 0 	 125 	 -5,6 	  
04:20 29.01.2019 	 2,14 	 0 	 0 	 117 	 -5,7 	  
04:10 29.01.2019 	 2,22 	 0 	 0 	 114 	 -6 	  
04:00 29.01.2019 	 2,3 	 0 	 0 	 148 	 -5,8 	  
03:50 29.01.2019 	 2,38 	 0 	 0 	 164 	 -5,6 	  
03:40 29.01.2019 	 2,45 	 0 	 0 	 121 	 -5,7 	  
03:30 29.01.2019 	 2,53 	 0 	 0 	 105 	 -5,1 	  
03:20 29.01.2019 	 2,61 	 0 	 0 	 100 	 -4,7 	  
03:10 29.01.2019 	 2,68 	 0 	 0 	 53 	 -4,3 	  
03:00 29.01.2019 	 2,75 	 0 	 0 	 39 	 -4,8 	  
02:50 29.01.2019 	 2,82 	 0 	 0 	 73 	 -4,8 	  
02:40 29.01.2019 	 2,89 	 0 	 0 	 75 	 -4,5 	  
02:30 29.01.2019 	 2,94 	 0 	 0 	 87 	 -4,3 	  
02:20 29.01.2019 	 3 	 0 	 0 	 90 	 -4,7 	  
02:10 29.01.2019 	 3,05 	 0 	 0 	 78 	 -4,9 	  
02:00 29.01.2019 	 3,1 	 0 	 0 	 86 	 -5 	  
01:50 29.01.2019 	 3,14 	 0 	 0 	 87 	 -5 	  
01:40 29.01.2019 	 3,17 	 0 	 0 	 72 	 -4,4 	  
01:30 29.01.2019 	 3,2 	 0 	 0 	 64 	 -4,3 	  
01:20 29.01.2019 	 3,22 	 0 	 0 	 69 	 -3,8 	  
01:10 29.01.2019 	 3,23 	 0 	 0 	 76 	 -3,9 	  
01:00 29.01.2019 	 3,24 	 0 	 0 	 79 	 -4,3 	  
00:50 29.01.2019 	 3,25 	 0 	 0 	 79 	 -4,2 	  
00:40 29.01.2019 	 3,24 	 0 	 0 	 79 	 -4,2 	  
00:30 29.01.2019 	 3,23 	 0 	 0 	 86 	 -4,3 	  
00:20 29.01.2019 	 3,21 	 0 	 0 	 96 	 -4,8 	  
00:10 29.01.2019 	 3,19 	 0 	 0 	 90 	 -4,4 	  
00:00 29.01.2019 	 3,16 	 0 	 0 	 86 	 -4,9 	  
23:50 28.01.2019 	 3,12 	 0 	 0 	 82 	 -5,4 	  
23:40 28.01.2019 	 3,08 	 0 	 0 	 122 	 -6,5 	  
23:30 28.01.2019 	 3,03 	 0 	 0 	 111 	 -6,5 	  
23:20 28.01.2019 	 2,98 	 0 	 0 	 103 	 -5,6 	  
23:10 28.01.2019 	 2,92 	 0 	 0 	 133 	 -6,5 	  
23:00 28.01.2019 	 2,85 	 0 	 0 	 137 	 -6 	  
22:50 28.01.2019 	 2,78 	 0 	 0 	 112 	 -4,8 	  
22:40 28.01.2019 	 2,71 	 0 	 0 	 122 	 -5,6 	  
22:30 28.01.2019 	 2,64 	 0 	 0 	 138 	 -5,8 	  
22:20 28.01.2019 	 2,56 	 0 	 0 	 154 	 -6,8 	  
22:10 28.01.2019 	 2,48 	 0 	 0 	 128 	 -6,5 	  
22:00 28.01.2019 	 2,39 	 0 	 0 	 121 	 -6,3 	  
21:50 28.01.2019 	 2,31 	 0 	 0 	 127 	 -6,5 	  
21:40 28.01.2019 	 2,22 	 0 	 0 	 125 	 -6,5 	  
21:30 28.01.2019 	 2,14 	 0 	 0 	 128 	 -6,5 	  
21:20 28.01.2019 	 2,05 	 0 	 0 	 140 	 -6,9 	  
21:10 28.01.2019 	 1,97 	 0 	 0 	 149 	 -6,8 	  
21:00 28.01.2019 	 1,89 	 0 	 0 	 145 	 -6,3 	  
20:50 28.01.2019 	 1,81 	 0 	 0 	 131 	 -6,8 	  
20:40 28.01.2019 	 1,73 	 0 	 0 	 141 	 -8 	  
20:30 28.01.2019 	 1,66 	 0 	 0 	 141 	 -7,9 	  
20:20 28.01.2019 	 1,59 	 0 	 0 	 153 	 -8,2 	  
20:10 28.01.2019 	 1,52 	 0 	 0 	 153 	 -8,5 	  
20:00 28.01.2019 	 1,46 	 0 	 0 	 124 	 -8 	  
19:50 28.01.2019 	 1,4 	 0 	 0 	 114 	 -8 	  
19:40 28.01.2019 	 1,35 	 0 	 0 	 141 	 -8,6 	  
19:30 28.01.2019 	 1,3 	 0 	 0 	 132 	 -8,7 	  
19:20 28.01.2019 	 1,26 	 0 	 0 	 113 	 -8,6 	  
19:10 28.01.2019 	 1,23 	 0 	 0 	 149 	 -8,5 	  
19:00 28.01.2019 	 1,2 	 0 	 0 	 153 	 -8,6 	  
18:50 28.01.2019 	 1,18 	 0 	 0 	 158 	 -8,6 	  
18:40 28.01.2019 	 1,16 	 0 	 0 	 155 	 -8,3 	  
18:30 28.01.2019 	 1,16 	 0 	 0 	 151 	 -8,1 	  
18:20 28.01.2019 	 1,16 	 0 	 0 	 153 	 -8 	  
18:10 28.01.2019 	 1,16 	 0 	 0 	 155 	 -7,5 	  
18:00 28.01.2019 	 1,18 	 0 	 0 	 163 	 -7,5 	  
17:50 28.01.2019 	 1,2 	 0 	 0 	 168 	 -6,9 	  
17:40 28.01.2019 	 1,23 	 0 	 0 	 152 	 -6,5 	  
17:30 28.01.2019 	 1,26 	 0 	 0 	 139 	 -5,9 	  
17:20 28.01.2019 	 1,31 	 0 	 0 	 125 	 -5,7 	  
17:10 28.01.2019 	 1,36 	 0 	 0 	 131 	 -5,7 	  
17:00 28.01.2019 	 1,41 	 0 	 0 	 113 	 -5,7 	  
16:50 28.01.2019 	 1,47 	 0 	 0 	 101 	 -5,7 	  
16:40 28.01.2019 	 1,54 	 0 	 0 	 92 	 -5,2 	  
16:30 28.01.2019 	 1,61 	 0 	 0 	 103 	 -5,7 	  
16:20 28.01.2019 	 1,69 	 0 	 0 	 118 	 -5,7 	  
16:10 28.01.2019 	 1,77 	 0 	 0 	 135 	 -5,7 	  
16:00 28.01.2019 	 1,85 	 0 	 0 	 137 	 -6,1 	  
15:50 28.01.2019 	 1,94 	 0 	 0 	 137 	 -6,2 	  
15:40 28.01.2019 	 2,03 	 0 	 0 	 127 	 -5,7 	  
15:30 28.01.2019 	 2,12 	 0 	 0 	 132 	 -6,2 	  
15:20 28.01.2019 	 2,21 	 0 	 0 	 155 	 -5,8 	  
15:10 28.01.2019 	 2,3 	 0 	 0 	 158 	 -5,7 	  
15:00 28.01.2019 	 2,39 	 0 	 0 	 156 	 -5,4 	  
14:50 28.01.2019 	 2,48 	 0 	 0 	 167 	 -5,3 	  
14:40 28.01.2019 	 2,57 	 0 	 0 	 162 	 -5,4 	  
14:30 28.01.2019 	 2,66 	 0 	 0 	 140 	 -4,7 	  
14:20 28.01.2019 	 2,74 	 0 	 0 	 138 	 -4,3 	  
14:10 28.01.2019 	 2,82 	 0 	 0 	 139 	 -4,2 	  
14:00 28.01.2019 	 2,89 	 0 	 0 	 140 	 -4,4 	  
13:50 28.01.2019 	 2,97 	 0 	 0 	 135 	 -4 	  
13:40 28.01.2019 	 3,03 	 0 	 0 	 137 	 -4 	  
13:30 28.01.2019 	 3,09 	 0 	 0 	 142 	 -4,1 	  
13:20 28.01.2019 	 3,15 	 0 	 0 	 139 	 -4,3 	  
13:10 28.01.2019 	 3,2 	 0 	 0 	 130 	 -4,3 	  
13:00 28.01.2019 	 3,24 	 0 	 0 	 116 	 -4,4 	  
12:50 28.01.2019 	 3,28 	 0 	 0 	 118 	 -4,1 	  
12:40 28.01.2019 	 3,31 	 0 	 0 	 108 	 -4 	  
12:30 28.01.2019 	 3,33 	 0 	 0 	 87 	 -3,7 	  
12:20 28.01.2019 	 3,34 	 0 	 0 	 93 	 -3,7 	  
12:10 28.01.2019 	 3,35 	 0 	 0 	 98 	 -3,8 	  
12:00 28.01.2019 	 3,35 	 0 	 0 	 97 	 -3,9 	  
11:50 28.01.2019 	 3,34 	 0 	 0 	 101 	 -4,1 	  
11:40 28.01.2019 	 3,33 	 0 	 0 	 93 	 -3,9 	  
11:30 28.01.2019 	 3,3 	 0 	 0 	 84 	 -3,9 	  
11:20 28.01.2019 	 3,27 	 0 	 0 	 105 	 -3,9 	  
11:10 28.01.2019 	 3,23 	 0 	 0 	 114 	 -3,9 	  
11:00 28.01.2019 	 3,19 	 0 	 0 	 143 	 -4,3 	  
10:50 28.01.2019 	 3,14 	 0 	 0 	 146 	 -4,3 	  
10:40 28.01.2019 	 3,08 	 0 	 0 	 156 	 -4,3 	  
10:30 28.01.2019 	 3,01 	 0 	 0 	 166 	 -4,5 	  
10:20 28.01.2019 	 2,94 	 0 	 0 	 146 	 -4,5 	  
10:10 28.01.2019 	 2,86 	 0 	 0 	 139 	 -4,7 	  
10:00 28.01.2019 	 2,78 	 0 	 0 	 158 	 -4,9 	  
09:50 28.01.2019 	 2,7 	 0 	 0 	 171 	 -4,2 	  
09:40 28.01.2019 	 2,61 	 0 	 0 	 157 	 -4,4 	  
09:30 28.01.2019 	 2,52 	 0 	 0 	 145 	 -4,4 	  
09:20 28.01.2019 	 2,43 	 0 	 0 	 141 	 -4,3 	  
09:10 28.01.2019 	 2,34 	 0 	 0 	 123 	 -3,5 	  
09:00 28.01.2019 	 2,24 	 0 	 0 	 123 	 -3,3 	  
08:50 28.01.2019 	 2,15 	 0 	 0 	 118 	 -3,4 	  
08:40 28.01.2019 	 2,05 	 0 	 0 	 101 	 -3,2 	  
08:30 28.01.2019 	 1,96 	 0 	 0 	 95 	 -2,8 	  
08:20 28.01.2019 	 1,87 	 0 	 0 	 91 	 -2,7 	  
08:10 28.01.2019 	 1,78 	 0 	 0 	 83 	 -2,4 	  
08:00 28.01.2019 	 1,7 	 0 	 0 	 90 	 -2,4 	  
07:50 28.01.2019 	 1,62 	 0 	 0 	 71 	 -2,2 	  
07:40 28.01.2019 	 1,54 	 0 	 0 	 358 	 -2,1 	  
07:30 28.01.2019 	 1,47 	 0 	 0 	 217 	 -2,4 	  
07:20 28.01.2019 	 1,4 	 0 	 0 	 170 	 -2,5 	  
07:10 28.01.2019 	 1,34 	 0 	 0 	 130 	 -2,8 	  
07:00 28.01.2019 	 1,28 	 0 	 0 	 112 	 -2,7 	  
06:50 28.01.2019 	 1,23 	 0 	 0 	 98 	 -2,7 	  
06:40 28.01.2019 	 1,19 	 0 	 0 	 111 	 -2,7 	  
06:30 28.01.2019 	 1,16 	 0 	 0 	 93 	 -2,1 	  
06:20 28.01.2019 	 1,13 	 0 	 0 	 122 	 -2,1 	  
06:10 28.01.2019 	 1,11 	 0 	 0 	 127 	 -2,1 	  
06:00 28.01.2019 	 1,1 	 1 	 4 	 164 	 -2 	  
05:50 28.01.2019 	 1,1 	 0 	 0 	 177 	 -1,6 	  
05:40 28.01.2019 	 1,11 	 0 	 0 	 207 	 -1,6 	  
05:30 28.01.2019 	 1,12 	 0 	 0 	 196 	 -1,7 	  
05:20 28.01.2019 	 1,15 	 0 	 0 	 197 	 -1,7 	  
05:10 28.01.2019 	 1,18 	 0 	 0 	 197 	 -2,1 	  
05:00 28.01.2019 	 1,22 	 0 	 3 	 185 	 -4,2 	  
04:50 28.01.2019 	 1,26 	 0 	 0 	 169 	 -4,6 	  
04:40 28.01.2019 	 1,32 	 0 	 0 	 122 	 -4,5 	  
04:30 28.01.2019 	 1,38 	 0 	 0 	 126 	 -4,4 	  
04:20 28.01.2019 	 1,45 	 0 	 0 	 115 	 -4,3 	  
04:10 28.01.2019 	 1,53 	 0 	 0 	 124 	 -4,3 	  
04:00 28.01.2019 	 1,61 	 0 	 0 	 145 	 -4,8 	  
03:50 28.01.2019 	 1,69 	 0 	 0 	 139 	 -4,6 	  
03:40 28.01.2019 	 1,78 	 0 	 0 	 141 	 -4,5 	  
03:30 28.01.2019 	 1,87 	 0 	 0 	 124 	 -3,9 	  
03:20 28.01.2019 	 1,97 	 0 	 0 	 122 	 -3 	  
03:10 28.01.2019 	 2,06 	 0 	 0 	 124 	 -2,8 	  
03:00 28.01.2019 	 2,16 	 0 	 0 	 107 	 -2,7 	  
02:50 28.01.2019 	 2,26 	 0 	 0 	 97 	 -2,5 	  
02:40 28.01.2019 	 2,36 	 0 	 0 	 104 	 -2,2 	  
02:30 28.01.2019 	 2,46 	 0 	 0 	 131 	 -1,9 	  
02:20 28.01.2019 	 2,55 	 0 	 0 	 131 	 -2 	  
02:10 28.01.2019 	 2,65 	 0 	 0 	 119 	 -1,7 	  
02:00 28.01.2019 	 2,74 	 0 	 0 	 135 	 -1,7 	  
01:50 28.01.2019 	 2,83 	 0 	 0 	 151 	 -1,8 	  
01:40 28.01.2019 	 2,91 	 0 	 0 	 146 	 -1,8 	  
01:30 28.01.2019 	 2,99 	 0 	 0 	 154 	 -1,9 	  
01:20 28.01.2019 	 3,06 	 0 	 0 	 148 	 -2 	  
01:10 28.01.2019 	 3,13 	 0 	 0 	 113 	 -1,8 	  
01:00 28.01.2019 	 3,19 	 0 	 0 	 111 	 -1,8 	  
00:50 28.01.2019 	 3,25 	 0 	 0 	 90 	 -1,7 	  
00:40 28.01.2019 	 3,3 	 0 	 0 	 94 	 -1,5 	  
00:30 28.01.2019 	 3,34 	 0 	 0 	 99 	 -1,5 	  
00:20 28.01.2019 	 3,37 	 0 	 0 	 98 	 -1,7 	  
00:10 28.01.2019 	 3,4 	 0 	 0 	 85 	 -1,6 	  
00:00 28.01.2019 	 3,42 	 0 	 0 	 115 	 -1,7 	  
23:50 27.01.2019 	 3,43 	 0 	 0 	 110 	 -1,7 	  
23:40 27.01.2019 	 3,43 	 0 	 0 	 118 	 -1,8 	  
23:30 27.01.2019 	 3,42 	 0 	 0 	 119 	 -1,8 	  
23:20 27.01.2019 	 3,41 	 0 	 0 	 124 	 -1,9 	  
23:10 27.01.2019 	 3,38 	 0 	 0 	 123 	 -1,9 	  
23:00 27.01.2019 	 3,35 	 0 	 0 	 111 	 -2 	  
22:50 27.01.2019 	 3,31 	 0 	 0 	 94 	 -1,8 	  
22:40 27.01.2019 	 3,27 	 0 	 0 	 82 	 -1,7 	  
22:30 27.01.2019 	 3,21 	 0 	 0 	 71 	 -1,6 	  
22:20 27.01.2019 	 3,15 	 0 	 0 	 57 	 -1,6 	  
22:10 27.01.2019 	 3,08 	 0 	 0 	 41 	 -1,7 	  
22:00 27.01.2019 	 3,01 	 0 	 0 	 357 	 -1,7 	  
21:50 27.01.2019 	 2,93 	 0 	 0 	 327 	 -1,5 	  
21:40 27.01.2019 	 2,84 	 0 	 2 	 308 	 -1,3 	  
21:30 27.01.2019 	 2,75 	 0 	 1 	 315 	 -1,2 	  
21:20 27.01.2019 	 2,66 	 2 	 4 	 68 	 -1,1 	  
21:10 27.01.2019 	 2,56 	 3 	 5 	 53 	 -1 	  
21:00 27.01.2019 	 2,46 	 3 	 4 	 28 	 -1 	  
20:50 27.01.2019 	 2,36 	 3 	 4 	 41 	 -1,1 	  
20:40 27.01.2019 	 2,26 	 3 	 5 	 63 	 -1 	  
20:30 27.01.2019 	 2,15 	 6 	 9 	 60 	 -1 	  
20:20 27.01.2019 	 2,05 	 8 	 10 	 61 	 -1,3 	  
20:10 27.01.2019 	 1,95 	 8 	 11 	 68 	 -1,3 	  
20:00 27.01.2019 	 1,84 	 6 	 11 	 80 	 -0,8 	  
19:50 27.01.2019 	 1,74 	 7 	 14 	 92 	 -0,6 	  
19:40 27.01.2019 	 1,65 	 8 	 11 	 85 	 -1,2 	  
19:30 27.01.2019 	 1,55 	 9 	 11 	 78 	 -1,7 	  
19:20 27.01.2019 	 1,46 	 10 	 12 	 75 	 -1,8 	  
19:10 27.01.2019 	 1,37 	 10 	 12 	 72 	 -2,1 	  
19:00 27.01.2019 	 1,29 	 10 	 13 	 76 	 -2,1 	  
18:50 27.01.2019 	 1,22 	 10 	 13 	 74 	 -2,1 	  
18:40 27.01.2019 	 1,15 	 11 	 14 	 72 	 -2,1 	  
18:30 27.01.2019 	 1,09 	 11 	 13 	 71 	 -2,1 	  
18:20 27.01.2019 	 1,03 	 11 	 14 	 70 	 -2,2 	  
18:10 27.01.2019 	 0,98 	 10 	 13 	 72 	 -2,3 	  
18:00 27.01.2019 	 0,95 	 11 	 14 	 72 	 -2,2 	  
17:50 27.01.2019 	 0,92 	 12 	 15 	 71 	 -2,1 	  
17:40 27.01.2019 	 0,89 	 12 	 14 	 70 	 -2,2 	  
17:30 27.01.2019 	 0,88 	 11 	 14 	 72 	 -2 	  
17:20 27.01.2019 	 0,88 	 10 	 12 	 74 	 -2,2 	  
17:10 27.01.2019 	 0,89 	 10 	 12 	 75 	 -1,8 	  
17:00 27.01.2019 	 0,9 	 9 	 12 	 81 	 -2,1 	  
16:50 27.01.2019 	 0,93 	 9 	 13 	 81 	 -2,2 	  
16:40 27.01.2019 	 0,97 	 9 	 12 	 81 	 -2,2 	  
16:30 27.01.2019 	 1,01 	 10 	 13 	 77 	 -2,4 	  
16:20 27.01.2019 	 1,07 	 9 	 11 	 79 	 -2,1 	  
16:10 27.01.2019 	 1,13 	 9 	 12 	 78 	 -2 	  
16:00 27.01.2019 	 1,2 	 9 	 11 	 79 	 -1,9 	  
15:50 27.01.2019 	 1,28 	 9 	 12 	 77 	 -2,2 	  
15:40 27.01.2019 	 1,37 	 9 	 11 	 77 	 -2,2 	  
15:30 27.01.2019 	 1,46 	 9 	 11 	 77 	 -2,2 	  
15:20 27.01.2019 	 1,56 	 10 	 12 	 72 	 -2,1 	  
15:10 27.01.2019 	 1,66 	 9 	 12 	 74 	 -2,2 	  
15:00 27.01.2019 	 1,77 	 9 	 12 	 73 	 -2,3 	  
14:50 27.01.2019 	 1,88 	 8 	 10 	 74 	 -2,4 	  
14:40 27.01.2019 	 1,99 	 9 	 11 	 74 	 -2,7 	  
14:30 27.01.2019 	 2,11 	 10 	 13 	 73 	 -2,8 	  
14:20 27.01.2019 	 2,23 	 10 	 12 	 74 	 -2,8 	  
14:10 27.01.2019 	 2,34 	 10 	 12 	 77 	 -2,9 	  
14:00 27.01.2019 	 2,46 	 10 	 12 	 76 	 -3,3 	  
13:50 27.01.2019 	 2,57 	 10 	 13 	 77 	 -3,2 	  
13:40 27.01.2019 	 2,69 	 10 	 12 	 77 	 -3,2 	  
13:30 27.01.2019 	 2,8 	 10 	 12 	 74 	 -3,2 	  
13:20 27.01.2019 	 2,9 	 10 	 12 	 71 	 -3,2 	  
13:10 27.01.2019 	 3 	 10 	 12 	 72 	 -3,2 	  
13:00 27.01.2019 	 3,1 	 10 	 13 	 71 	 -3,2 	  
12:50 27.01.2019 	 3,19 	 9 	 11 	 73 	 -3,4 	  
12:40 27.01.2019 	 3,28 	 9 	 10 	 73 	 -3,1 	  
12:30 27.01.2019 	 3,35 	 9 	 10 	 75 	 -2,8 	  
12:20 27.01.2019 	 3,42 	 9 	 11 	 74 	 -2,8 	  
12:10 27.01.2019 	 3,49 	 9 	 11 	 76 	 -3,2 	  
12:00 27.01.2019 	 3,54 	 8 	 10 	 76 	 -3,1 	  
11:50 27.01.2019 	 3,59 	 8 	 9 	 69 	 -3,1 	  
11:40 27.01.2019 	 3,63 	 8 	 10 	 67 	 -3 	  
11:30 27.01.2019 	 3,65 	 8 	 10 	 63 	 -3,1 	  
11:20 27.01.2019 	 3,67 	 9 	 10 	 62 	 -3,2 	  
11:10 27.01.2019 	 3,68 	 9 	 11 	 66 	 -3,2 	  
11:00 27.01.2019 	 3,68 	 8 	 10 	 74 	 -3,7 	  
10:50 27.01.2019 	 3,67 	 9 	 12 	 72 	 -4 	  
10:40 27.01.2019 	 3,65 	 10 	 12 	 72 	 -3,9 	  
10:30 27.01.2019 	 3,62 	 10 	 13 	 71 	 -4 	  
10:20 27.01.2019 	 3,58 	 10 	 12 	 72 	 -3,9 	  
10:10 27.01.2019 	 3,53 	 9 	 12 	 72 	 -3,9 	  
10:00 27.01.2019 	 3,47 	 9 	 11 	 69 	 -3,9 	  
09:50 27.01.2019 	 3,4 	 10 	 11 	 69 	 -3,8 	  
09:40 27.01.2019 	 3,33 	 9 	 11 	 69 	 -3,8 	  
09:30 27.01.2019 	 3,25 	 9 	 11 	 70 	 -3,8 	  
09:20 27.01.2019 	 3,16 	 10 	 11 	 66 	 -3,4 	  
09:10 27.01.2019 	 3,06 	 9 	 11 	 67 	 -3,8 	  
09:00 27.01.2019 	 2,96 	 9 	 10 	 65 	 -4,3 	  
08:50 27.01.2019 	 2,86 	 8 	 10 	 70 	 -4,3 	  
08:40 27.01.2019 	 2,75 	 8 	 10 	 73 	 -4,8 	  
08:30 27.01.2019 	 2,63 	 10 	 12 	 70 	 -4,8 	  
08:20 27.01.2019 	 2,52 	 11 	 13 	 67 	 -4,5 	  
08:10 27.01.2019 	 2,4 	 10 	 13 	 67 	 -4,8 	  
08:00 27.01.2019 	 2,28 	 9 	 12 	 69 	 -4,9 	  
07:50 27.01.2019 	 2,16 	 8 	 10 	 71 	 -5,2 	  
07:40 27.01.2019 	 2,04 	 8 	 10 	 70 	 -5,2 	  
07:30 27.01.2019 	 1,92 	 7 	 9 	 69 	 -5,6 	  
07:20 27.01.2019 	 1,8 	 6 	 7 	 71 	 -5,6 	  
07:10 27.01.2019 	 1,69 	 5 	 7 	 81 	 -5,6 	  
07:00 27.01.2019 	 1,58 	 6 	 7 	 74 	 -5,3 	  
06:50 27.01.2019 	 1,48 	 5 	 8 	 75 	 -5,3 	  
06:40 27.01.2019 	 1,37 	 5 	 7 	 85 	 -5,7 	  
06:30 27.01.2019 	 1,28 	 4 	 8 	 89 	 -5,9 	  
06:20 27.01.2019 	 1,19 	 6 	 8 	 80 	 -5,5 	  
06:10 27.01.2019 	 1,11 	 7 	 9 	 74 	 -5,3 	  
06:00 27.01.2019 	 1,04 	 7 	 8 	 78 	 -5,2 	  
05:50 27.01.2019 	 0,97 	 7 	 10 	 74 	 -5,2 	  
05:40 27.01.2019 	 0,92 	 7 	 9 	 76 	 -5,2 	  
05:30 27.01.2019 	 0,87 	 6 	 8 	 73 	 -5,2 	  
05:20 27.01.2019 	 0,84 	 6 	 8 	 72 	 -5,1 	  
05:10 27.01.2019 	 0,81 	 6 	 8 	 68 	 -5 	  
05:00 27.01.2019 	 0,8 	 6 	 8 	 76 	 -5,1 	  
04:50 27.01.2019 	 0,79 	 6 	 8 	 79 	 -5,1 	  
04:40 27.01.2019 	 0,8 	 7 	 9 	 79 	 -5,1 	  
04:30 27.01.2019 	 0,82 	 8 	 10 	 73 	 -4,7 	  
04:20 27.01.2019 	 0,85 	 8 	 10 	 76 	 -4,7 	  
04:10 27.01.2019 	 0,89 	 7 	 9 	 75 	 -4,9 	  
04:00 27.01.2019 	 0,94 	 7 	 9 	 77 	 -4,9 	  
03:50 27.01.2019 	 1 	 7 	 9 	 74 	 -5,1 	  
03:40 27.01.2019 	 1,07 	 7 	 9 	 70 	 -4,9 	  
03:30 27.01.2019 	 1,15 	 6 	 8 	 77 	 -4,8 	  
03:20 27.01.2019 	 1,23 	 5 	 7 	 85 	 -4,9 	  
03:10 27.01.2019 	 1,33 	 4 	 7 	 93 	 -4,9 	  
03:00 27.01.2019 	 1,43 	 4 	 6 	 94 	 -5 	  
02:50 27.01.2019 	 1,54 	 3 	 5 	 97 	 -5,6 	  
02:40 27.01.2019 	 1,65 	 4 	 6 	 87 	 -5,4 	  
02:30 27.01.2019 	 1,76 	 2 	 4 	 92 	 -5,6 	  
02:20 27.01.2019 	 1,88 	 2 	 4 	 111 	 -5,6 	  
02:10 27.01.2019 	 2 	 3 	 3 	 117 	 -5,6 	  
02:00 27.01.2019 	 2,12 	 3 	 4 	 108 	 -5,6 	  
01:50 27.01.2019 	 2,25 	 3 	 3 	 111 	 -5,6 	  
01:40 27.01.2019 	 2,37 	 2 	 3 	 118 	 -5,6 	  
01:30 27.01.2019 	 2,49 	 1 	 2 	 141 	 -7,2 	  
01:20 27.01.2019 	 2,61 	 1 	 2 	 122 	 -7,4 	  
01:10 27.01.2019 	 2,72 	 2 	 3 	 115 	 -6,2 	  
01:00 27.01.2019 	 2,83 	 2 	 3 	 128 	 -7,2 	  
00:50 27.01.2019 	 2,94 	 2 	 3 	 120 	 -7,8 	  
00:40 27.01.2019 	 3,04 	 2 	 3 	 140 	 -7,7 	  
00:30 27.01.2019 	 3,14 	 2 	 3 	 126 	 -7,3 	  
