 Timabil 	 Flodatafla (m)	Sjavarhaed (m)	Sjavarhaed (m)	Vindur (m/s)	Hvida (m/s)	Vindatt (deg)	Loftthrystingur (hpa)	Lofthiti (degC)	
06:00 31.01.2020 	 1,52 	 2,15 	 2,17 	 7 	 11 	 1 	 987 	 -0,3 	  
05:50 31.01.2020 	 1,45 	 2,05 	 2,08 	 6 	 10 	 359 	 987 	 -0,4 	  
05:40 31.01.2020 	 1,38 	 1,97 	 2 	 5 	 9 	 5 	 987 	 -0,5 	  
05:30 31.01.2020 	 1,3 	 1,92 	 1,94 	 6 	 9 	 360 	 987 	 -0,6 	  
05:20 31.01.2020 	 1,24 	 1,85 	 1,87 	 6 	 10 	 348 	 987 	 -0,9 	  
05:10 31.01.2020 	 1,18 	 1,77 	 1,79 	 7 	 10 	 3 	 988 	 -0,4 	  
05:00 31.01.2020 	 1,12 	 1,73 	 1,76 	 5 	 9 	 6 	 987 	 -0,3 	  
04:50 31.01.2020 	 1,06 	 1,65 	 1,67 	 5 	 8 	 10 	 988 	 -0,4 	  
04:40 31.01.2020 	 1,02 	 1,62 	 1,64 	 6 	 10 	 9 	 988 	 -0,3 	  
04:30 31.01.2020 	 0,98 	 1,57 	 1,59 	 7 	 12 	 5 	 987 	 -0,4 	  
04:20 31.01.2020 	 0,94 	 1,55 	 1,57 	 7 	 12 	 6 	 987 	 -0,2 	  
04:10 31.01.2020 	 0,91 	 1,53 	 1,55 	 6 	 11 	 4 	 988 	 -0,3 	  
04:00 31.01.2020 	 0,9 	 1,5 	 1,52 	 5 	 10 	 8 	 988 	 -0,2 	  
03:50 31.01.2020 	 0,88 	 1,48 	 1,5 	 6 	 11 	 9 	 988 	 -0,2 	  
03:40 31.01.2020 	 0,87 	 1,5 	 1,52 	 6 	 9 	 10 	 988 	 -0,3 	  
03:30 31.01.2020 	 0,87 	 1,47 	 1,49 	 6 	 10 	 1 	 988 	 -0,4 	  
03:20 31.01.2020 	 0,88 	 1,52 	 1,54 	 6 	 10 	 360 	 988 	 -0,2 	  
03:10 31.01.2020 	 0,9 	 1,48 	 1,5 	 6 	 10 	 2 	 988 	 -0,3 	  
03:00 31.01.2020 	 0,91 	 1,53 	 1,55 	 7 	 10 	 350 	 988 	 -0,4 	  
02:50 31.01.2020 	 0,94 	 1,55 	 1,57 	 6 	 11 	 352 	 988 	 -0,5 	  
02:40 31.01.2020 	 0,98 	 1,57 	 1,59 	 6 	 9 	 354 	 988 	 -0,7 	  
02:30 31.01.2020 	 1,02 	 1,66 	 1,68 	 5 	 9 	 360 	 988 	 -0,6 	  
02:20 31.01.2020 	 1,06 	 1,68 	 1,7 	 5 	 9 	 4 	 988 	 -0,8 	  
02:10 31.01.2020 	 1,12 	 1,75 	 1,77 	 5 	 8 	 1 	 988 	 -0,7 	  
02:00 31.01.2020 	 1,18 	 1,8 	 1,83 	 3 	 5 	 16 	 989 	 -0,9 	  
01:50 31.01.2020 	 1,24 	 1,87 	 1,89 	 3 	 7 	 0 	 988 	 -0,8 	  
01:40 31.01.2020 	 1,3 	 1,96 	 1,99 	 2 	 5 	 8 	 989 	 -0,9 	  
01:30 31.01.2020 	 1,38 	 1,99 	 2,01 	 1 	 3 	 21 	 989 	 -0,9 	  
01:20 31.01.2020 	 1,45 	 2,1 	 2,12 	 2 	 4 	 48 	 989 	 -0,8 	  
01:10 31.01.2020 	 1,53 	 2,17 	 2,2 	 3 	 6 	 358 	 989 	 -0,6 	  
01:00 31.01.2020 	 1,61 	 2,25 	 2,28 	 3 	 6 	 349 	 989 	 -0,8 	  
00:50 31.01.2020 	 1,68 	 2,35 	 2,38 	 2 	 5 	 344 	 989 	 -0,9 	  
00:40 31.01.2020 	 1,76 	 2,43 	 2,45 	 2 	 5 	 354 	 989 	 -1 	  
00:30 31.01.2020 	 1,84 	 2,48 	 2,51 	 3 	 7 	 4 	 989 	 -0,9 	  
00:20 31.01.2020 	 1,92 	 2,59 	 2,62 	 2 	 5 	 4 	 989 	 -1 	  
00:10 31.01.2020 	 2 	 2,67 	 2,7 	 2 	 4 	 349 	 989 	 -1,3 	  
00:00 31.01.2020 	 2,08 	 2,71 	 2,74 	 2 	 4 	 337 	 989 	 -1,2 	  
23:50 30.01.2020 	 2,15 	 2,82 	 2,85 	 0 	 1 	 95 	 989 	 -1,6 	  
23:40 30.01.2020 	 2,22 	 2,9 	 2,93 	 1 	 2 	 116 	 989 	 -1,4 	  
23:30 30.01.2020 	 2,29 	 2,94 	 2,97 	 2 	 6 	 49 	 989 	 -1,2 	  
23:20 30.01.2020 	 2,36 	 3,03 	 3,05 	 4 	 6 	 2 	 989 	 -0,5 	  
23:10 30.01.2020 	 2,42 	 3,09 	 3,11 	 4 	 8 	 353 	 989 	 -0,7 	  
23:00 30.01.2020 	 2,47 	 3,15 	 3,18 	 7 	 10 	 0 	 989 	 -0,3 	  
22:50 30.01.2020 	 2,52 	 3,21 	 3,24 	 7 	 10 	 1 	 989 	 -0,1 	  
22:40 30.01.2020 	 2,57 	 3,25 	 3,28 	 8 	 11 	 2 	 989 	 0 	  
22:30 30.01.2020 	 2,61 	 3,28 	 3,31 	 9 	 13 	 359 	 988 	 0,1 	  
22:20 30.01.2020 	 2,64 	 3,34 	 3,36 	 9 	 14 	 2 	 988 	 0,5 	  
22:10 30.01.2020 	 2,67 	 3,33 	 3,36 	 10 	 13 	 4 	 989 	 0,5 	  
22:00 30.01.2020 	 2,69 	 3,38 	 3,41 	 9 	 14 	 6 	 988 	 0,5 	  
21:50 30.01.2020 	 2,7 	 3,38 	 3,4 	 9 	 12 	 7 	 988 	 0,5 	  
21:40 30.01.2020 	 2,71 	 3,35 	 3,38 	 8 	 13 	 11 	 988 	 0,5 	  
21:30 30.01.2020 	 2,71 	 3,4 	 3,43 	 9 	 13 	 7 	 988 	 0,5 	  
21:20 30.01.2020 	 2,7 	 3,39 	 3,42 	 9 	 12 	 6 	 988 	 0,7 	  
21:10 30.01.2020 	 2,69 	 3,36 	 3,39 	 7 	 11 	 7 	 988 	 0,6 	  
21:00 30.01.2020 	 2,67 	 3,34 	 3,37 	 8 	 12 	 7 	 988 	 0,5 	  
20:50 30.01.2020 	 2,65 	 3,33 	 3,36 	 8 	 12 	 3 	 988 	 0,5 	  
20:40 30.01.2020 	 2,62 	 3,29 	 3,32 	 8 	 11 	 4 	 988 	 0,6 	  
20:30 30.01.2020 	 2,58 	 3,26 	 3,29 	 7 	 10 	 358 	 988 	 0,1 	  
20:20 30.01.2020 	 2,53 	 3,2 	 3,23 	 6 	 11 	 354 	 988 	 -0,7 	  
20:10 30.01.2020 	 2,48 	 3,17 	 3,2 	 8 	 11 	 0 	 988 	 -0,2 	  
20:00 30.01.2020 	 2,42 	 3,12 	 3,15 	 5 	 9 	 354 	 989 	 -0,2 	  
19:50 30.01.2020 	 2,37 	 3,02 	 3,05 	 3 	 5 	 347 	 989 	 -0,2 	  
19:40 30.01.2020 	 2,3 	 2,97 	 3 	 5 	 8 	 1 	 989 	 0,1 	  
19:30 30.01.2020 	 2,23 	 2,91 	 2,94 	 5 	 7 	 358 	 989 	 0,1 	  
19:20 30.01.2020 	 2,16 	 2,83 	 2,85 	 5 	 8 	 355 	 989 	 0,1 	  
19:10 30.01.2020 	 2,09 	 2,73 	 2,75 	 5 	 8 	 352 	 988 	 -0,1 	  
19:00 30.01.2020 	 2,01 	 2,66 	 2,69 	 6 	 9 	 352 	 988 	 0,2 	  
18:50 30.01.2020 	 1,93 	 2,6 	 2,63 	 6 	 8 	 352 	 988 	 0,1 	  
18:40 30.01.2020 	 1,85 	 2,48 	 2,51 	 6 	 9 	 354 	 988 	 -0,1 	  
18:30 30.01.2020 	 1,76 	 2,44 	 2,46 	 5 	 9 	 352 	 988 	 -0,3 	  
18:20 30.01.2020 	 1,68 	 2,34 	 2,36 	 5 	 7 	 351 	 988 	 -0,4 	  
18:10 30.01.2020 	 1,6 	 2,24 	 2,27 	 4 	 7 	 356 	 988 	 -0,1 	  
18:00 30.01.2020 	 1,51 	 2,18 	 2,2 	 4 	 7 	 353 	 988 	 0,1 	  
17:50 30.01.2020 	 1,43 	 2,07 	 2,09 	 4 	 6 	 359 	 988 	 0 	  
17:40 30.01.2020 	 1,35 	 2,03 	 2,05 	 4 	 7 	 3 	 988 	 0,2 	  
17:30 30.01.2020 	 1,27 	 1,93 	 1,96 	 4 	 6 	 353 	 988 	 0,2 	  
17:20 30.01.2020 	 1,2 	 1,82 	 1,84 	 4 	 6 	 356 	 988 	 -0,1 	  
17:10 30.01.2020 	 1,13 	 1,8 	 1,82 	 5 	 8 	 356 	 988 	 -0,1 	  
17:00 30.01.2020 	 1,06 	 1,71 	 1,73 	 5 	 8 	 354 	 988 	 0,2 	  
16:50 30.01.2020 	 1 	 1,65 	 1,67 	 5 	 8 	 350 	 988 	 0,2 	  
16:40 30.01.2020 	 0,94 	 1,62 	 1,64 	 5 	 7 	 350 	 988 	 0,4 	  
16:30 30.01.2020 	 0,89 	 1,54 	 1,56 	 4 	 7 	 356 	 988 	 0,3 	  
16:20 30.01.2020 	 0,85 	 1,52 	 1,54 	 4 	 7 	 358 	 988 	 0,6 	  
16:10 30.01.2020 	 0,81 	 1,48 	 1,5 	 3 	 5 	 2 	 988 	 0,6 	  
16:00 30.01.2020 	 0,78 	 1,47 	 1,49 	 2 	 4 	 7 	 988 	 0,3 	  
15:50 30.01.2020 	 0,76 	 1,43 	 1,45 	 2 	 4 	 13 	 988 	 0,4 	  
15:40 30.01.2020 	 0,74 	 1,44 	 1,46 	 3 	 5 	 359 	 988 	 0,5 	  
15:30 30.01.2020 	 0,74 	 1,41 	 1,43 	 3 	 5 	 356 	 988 	 0,7 	  
15:20 30.01.2020 	 0,74 	 1,43 	 1,45 	 4 	 6 	 2 	 988 	 0,7 	  
15:10 30.01.2020 	 0,75 	 1,45 	 1,47 	 4 	 6 	 360 	 988 	 0,8 	  
15:00 30.01.2020 	 0,77 	 1,43 	 1,45 	 4 	 7 	 359 	 988 	 0,6 	  
14:50 30.01.2020 	 0,79 	 1,5 	 1,52 	 4 	 6 	 358 	 988 	 0,5 	  
14:40 30.01.2020 	 0,82 	 1,5 	 1,52 	 3 	 4 	 2 	 988 	 0,5 	  
14:30 30.01.2020 	 0,86 	 1,55 	 1,57 	 2 	 4 	 350 	 988 	 0,9 	  
14:20 30.01.2020 	 0,91 	 1,65 	 1,67 	 4 	 5 	 356 	 988 	 0,8 	  
14:10 30.01.2020 	 0,97 	 1,64 	 1,66 	 4 	 6 	 359 	 988 	 0,9 	  
14:00 30.01.2020 	 1,03 	 1,74 	 1,76 	 2 	 4 	 10 	 988 	 0,8 	  
13:50 30.01.2020 	 1,1 	 1,82 	 1,85 	 2 	 4 	 3 	 988 	 1 	  
13:40 30.01.2020 	 1,17 	 1,85 	 1,87 	 2 	 3 	 42 	 988 	 0,4 	  
13:30 30.01.2020 	 1,24 	 1,97 	 1,99 	 3 	 5 	 12 	 987 	 0,7 	  
13:20 30.01.2020 	 1,32 	 2,03 	 2,06 	 4 	 5 	 22 	 988 	 0,4 	  
13:10 30.01.2020 	 1,41 	 2,12 	 2,14 	 5 	 6 	 10 	 987 	 0 	  
13:00 30.01.2020 	 1,5 	 2,21 	 2,24 	 6 	 8 	 1 	 987 	 0,2 	  
12:50 30.01.2020 	 1,58 	 2,29 	 2,31 	 7 	 9 	 0 	 987 	 0,8 	  
12:40 30.01.2020 	 1,67 	 2,4 	 2,42 	 7 	 9 	 0 	 987 	 0,5 	  
12:30 30.01.2020 	 1,76 	 2,49 	 2,51 	 7 	 10 	 358 	 987 	 0,5 	  
12:20 30.01.2020 	 1,86 	 2,6 	 2,62 	 5 	 9 	 355 	 987 	 0,3 	  
12:10 30.01.2020 	 1,94 	 2,7 	 2,73 	 5 	 8 	 353 	 987 	 0,1 	  
12:00 30.01.2020 	 2,03 	 2,74 	 2,77 	 3 	 4 	 12 	 987 	 -0 	  
11:50 30.01.2020 	 2,13 	 2,89 	 2,92 	 3 	 5 	 8 	 987 	 0 	  
11:40 30.01.2020 	 2,21 	 2,96 	 2,98 	 2 	 4 	 28 	 987 	 -0,5 	  
11:30 30.01.2020 	 2,3 	 3,02 	 3,05 	 2 	 4 	 33 	 987 	 -0,5 	  
11:20 30.01.2020 	 2,38 	 3,14 	 3,17 	 2 	 3 	 13 	 987 	 -0,2 	  
11:10 30.01.2020 	 2,45 	 3,22 	 3,25 	 2 	 4 	 21 	 986 	 -0,7 	  
11:00 30.01.2020 	 2,52 	 3,25 	 3,28 	 3 	 5 	 354 	 986 	 -0,3 	  
10:50 30.01.2020 	 2,58 	 3,34 	 3,37 	 5 	 8 	 360 	 986 	 -0,2 	  
10:40 30.01.2020 	 2,65 	 3,42 	 3,45 	 6 	 8 	 354 	 986 	 0 	  
10:30 30.01.2020 	 2,7 	 3,44 	 3,47 	 4 	 6 	 358 	 986 	 0,4 	  
10:20 30.01.2020 	 2,75 	 3,53 	 3,56 	 4 	 7 	 351 	 986 	 -0,3 	  
10:10 30.01.2020 	 2,8 	 3,54 	 3,57 	 4 	 7 	 355 	 986 	 -0,1 	  
10:00 30.01.2020 	 2,83 	 3,57 	 3,6 	 5 	 9 	 349 	 986 	 -0,1 	  
09:50 30.01.2020 	 2,86 	 3,64 	 3,67 	 6 	 10 	 358 	 986 	 0,4 	  
09:40 30.01.2020 	 2,89 	 3,6 	 3,63 	 5 	 8 	 4 	 986 	 0,1 	  
09:30 30.01.2020 	 2,9 	 3,65 	 3,68 	 6 	 9 	 3 	 986 	 0,3 	  
09:20 30.01.2020 	 2,9 	 3,66 	 3,69 	 6 	 9 	 358 	 986 	 0,2 	  
09:10 30.01.2020 	 2,91 	 3,66 	 3,69 	 6 	 9 	 356 	 986 	 -0,2 	  
09:00 30.01.2020 	 2,9 	 3,63 	 3,66 	 5 	 7 	 349 	 986 	 -0,3 	  
08:50 30.01.2020 	 2,89 	 3,66 	 3,69 	 5 	 8 	 348 	 986 	 -0,1 	  
08:40 30.01.2020 	 2,86 	 3,62 	 3,65 	 4 	 7 	 348 	 986 	 -0,2 	  
08:30 30.01.2020 	 2,84 	 3,55 	 3,58 	 4 	 6 	 350 	 986 	 -0,4 	  
08:20 30.01.2020 	 2,81 	 3,53 	 3,56 	 5 	 7 	 357 	 986 	 -0,1 	  
08:10 30.01.2020 	 2,77 	 3,53 	 3,55 	 5 	 7 	 347 	 985 	 -0,4 	  
08:00 30.01.2020 	 2,72 	 3,4 	 3,43 	 5 	 8 	 348 	 985 	 -0,4 	  
07:50 30.01.2020 	 2,66 	 3,39 	 3,42 	 5 	 7 	 348 	 985 	 -0,5 	  
07:40 30.01.2020 	 2,61 	 3,33 	 3,36 	 4 	 6 	 358 	 985 	 -0,7 	  
07:30 30.01.2020 	 2,54 	 3,25 	 3,28 	 1 	 3 	 37 	 985 	 -1,4 	  
07:20 30.01.2020 	 2,47 	 3,17 	 3,2 	 2 	 3 	 47 	 985 	 -1,4 	  
07:10 30.01.2020 	 2,4 	 3,1 	 3,13 	 3 	 5 	 11 	 985 	 -1,4 	  
07:00 30.01.2020 	 2,32 	 3,03 	 3,06 	 4 	 6 	 351 	 985 	 -1,2 	  
06:50 30.01.2020 	 2,24 	 2,92 	 2,95 	 4 	 7 	 353 	 985 	 -1,1 	  
06:40 30.01.2020 	 2,16 	 2,84 	 2,87 	 4 	 6 	 349 	 985 	 -1,7 	  
06:30 30.01.2020 	 2,07 	 2,81 	 2,84 	 3 	 5 	 342 	 985 	 -1,7 	  
06:20 30.01.2020 	 1,98 	 2,65 	 2,67 	 3 	 5 	 340 	 985 	 -2,1 	  
06:10 30.01.2020 	 1,9 	 2,58 	 2,6 	 4 	 6 	 352 	 985 	 -1 	  
06:00 30.01.2020 	 1,8 	 2,49 	 2,51 	 5 	 6 	 353 	 985 	 -1,5 	  
05:50 30.01.2020 	 1,71 	 2,38 	 2,4 	 5 	 7 	 353 	 985 	 -1,1 	  
05:40 30.01.2020 	 1,62 	 2,27 	 2,3 	 5 	 7 	 352 	 985 	 -1,1 	  
05:30 30.01.2020 	 1,53 	 2,19 	 2,21 	 5 	 8 	 354 	 985 	 -1,3 	  
05:20 30.01.2020 	 1,44 	 2,11 	 2,13 	 6 	 8 	 357 	 985 	 -0,6 	  
05:10 30.01.2020 	 1,36 	 2,01 	 2,03 	 5 	 7 	 2 	 985 	 -1 	  
05:00 30.01.2020 	 1,27 	 1,94 	 1,96 	 5 	 7 	 360 	 985 	 -1,4 	  
04:50 30.01.2020 	 1,19 	 1,86 	 1,88 	 5 	 8 	 4 	 985 	 -1,1 	  
04:40 30.01.2020 	 1,12 	 1,78 	 1,8 	 5 	 7 	 4 	 985 	 -1,4 	  
04:30 30.01.2020 	 1,05 	 1,73 	 1,75 	 1 	 4 	 341 	 985 	 -1,9 	  
04:20 30.01.2020 	 0,98 	 1,63 	 1,65 	 1 	 2 	 348 	 985 	 -2,2 	  
04:10 30.01.2020 	 0,93 	 1,6 	 1,62 	 1 	 4 	 13 	 985 	 -1,9 	  
04:00 30.01.2020 	 0,87 	 1,54 	 1,56 	 2 	 6 	 53 	 985 	 -1,1 	  
03:50 30.01.2020 	 0,82 	 1,48 	 1,5 	 2 	 3 	 133 	 985 	 -1,9 	  
03:40 30.01.2020 	 0,79 	 1,48 	 1,5 	 3 	 7 	 4 	 985 	 -1,5 	  
03:30 30.01.2020 	 0,76 	 1,42 	 1,44 	 5 	 6 	 351 	 985 	 -1,4 	  
03:20 30.01.2020 	 0,74 	 1,41 	 1,43 	 4 	 7 	 353 	 985 	 -1,4 	  
03:10 30.01.2020 	 0,72 	 1,42 	 1,44 	 4 	 6 	 347 	 985 	 -1,5 	  
03:00 30.01.2020 	 0,72 	 1,35 	 1,37 	 4 	 6 	 353 	 985 	 -1,4 	  
02:50 30.01.2020 	 0,72 	 1,41 	 1,43 	 6 	 8 	 357 	 985 	 -1,3 	  
02:40 30.01.2020 	 0,73 	 1,42 	 1,44 	 6 	 8 	 355 	 985 	 -1,3 	  
02:30 30.01.2020 	 0,75 	 1,41 	 1,43 	 6 	 8 	 358 	 985 	 -1,3 	  
02:20 30.01.2020 	 0,78 	 1,49 	 1,51 	 6 	 9 	 360 	 985 	 -0,8 	  
02:10 30.01.2020 	 0,82 	 1,49 	 1,51 	 6 	 8 	 0 	 986 	 -1,8 	  
02:00 30.01.2020 	 0,86 	 1,55 	 1,57 	 5 	 7 	 355 	 986 	 -0,9 	  
01:50 30.01.2020 	 0,91 	 1,61 	 1,63 	 5 	 7 	 7 	 986 	 -0,4 	  
01:40 30.01.2020 	 0,97 	 1,66 	 1,68 	 4 	 6 	 6 	 986 	 -1,2 	  
01:30 30.01.2020 	 1,03 	 1,71 	 1,73 	 4 	 6 	 1 	 986 	 -1,1 	  
01:20 30.01.2020 	 1,1 	 1,78 	 1,81 	 4 	 6 	 4 	 986 	 -2,1 	  
01:10 30.01.2020 	 1,18 	 1,87 	 1,89 	 5 	 6 	 6 	 986 	 -0,7 	  
01:00 30.01.2020 	 1,25 	 1,95 	 1,97 	 5 	 6 	 1 	 986 	 -1,2 	  
00:50 30.01.2020 	 1,34 	 2,06 	 2,08 	 4 	 6 	 350 	 986 	 -1 	  
00:40 30.01.2020 	 1,42 	 2,12 	 2,14 	 5 	 6 	 351 	 986 	 -1,4 	  
00:30 30.01.2020 	 1,5 	 2,22 	 2,24 	 4 	 6 	 350 	 986 	 -1,5 	  
00:20 30.01.2020 	 1,6 	 2,33 	 2,35 	 4 	 5 	 350 	 986 	 -1,7 	  
00:10 30.01.2020 	 1,69 	 2,41 	 2,43 	 4 	 6 	 354 	 986 	 -1,4 	  
00:00 30.01.2020 	 1,78 	 2,49 	 2,52 	 4 	 5 	 355 	 986 	 -1,5 	  
23:50 29.01.2020 	 1,87 	 2,63 	 2,65 	 4 	 7 	 358 	 986 	 -1,3 	  
23:40 29.01.2020 	 1,96 	 2,65 	 2,68 	 6 	 9 	 8 	 986 	 -0,3 	  
23:30 29.01.2020 	 2,05 	 2,81 	 2,84 	 5 	 7 	 6 	 986 	 -0,2 	  
23:20 29.01.2020 	 2,14 	 2,87 	 2,9 	 4 	 6 	 357 	 986 	 -0,9 	  
23:10 29.01.2020 	 2,22 	 2,92 	 2,95 	 4 	 6 	 355 	 986 	 -1,1 	  
23:00 29.01.2020 	 2,3 	 3,04 	 3,06 	 4 	 6 	 1 	 986 	 -1 	  
22:50 29.01.2020 	 2,38 	 3,1 	 3,13 	 5 	 7 	 2 	 986 	 -1,3 	  
22:40 29.01.2020 	 2,45 	 3,17 	 3,2 	 5 	 7 	 4 	 986 	 -1,2 	  
22:30 29.01.2020 	 2,52 	 3,23 	 3,26 	 5 	 7 	 3 	 986 	 -1,6 	  
22:20 29.01.2020 	 2,58 	 3,31 	 3,34 	 5 	 7 	 3 	 986 	 -1,9 	  
22:10 29.01.2020 	 2,63 	 3,35 	 3,38 	 5 	 7 	 5 	 986 	 -0,9 	  
22:00 29.01.2020 	 2,68 	 3,41 	 3,44 	 5 	 6 	 5 	 987 	 -1,3 	  
21:50 29.01.2020 	 2,72 	 3,47 	 3,5 	 5 	 7 	 4 	 987 	 -0,9 	  
21:40 29.01.2020 	 2,76 	 3,47 	 3,5 	 6 	 8 	 5 	 987 	 -0,4 	  
21:30 29.01.2020 	 2,78 	 3,51 	 3,54 	 5 	 7 	 5 	 987 	 -0,5 	  
21:20 29.01.2020 	 2,81 	 3,52 	 3,54 	 5 	 6 	 3 	 987 	 -1,1 	  
21:10 29.01.2020 	 2,82 	 3,51 	 3,54 	 5 	 7 	 3 	 987 	 -1 	  
21:00 29.01.2020 	 2,82 	 3,53 	 3,56 	 5 	 7 	 5 	 987 	 -1 	  
20:50 29.01.2020 	 2,82 	 3,55 	 3,58 	 5 	 6 	 4 	 987 	 -1,4 	  
20:40 29.01.2020 	 2,82 	 3,52 	 3,55 	 4 	 6 	 1 	 987 	 -1,1 	  
20:30 29.01.2020 	 2,8 	 3,5 	 3,53 	 4 	 5 	 2 	 987 	 -0,8 	  
20:20 29.01.2020 	 2,78 	 3,5 	 3,53 	 5 	 6 	 8 	 987 	 -0,3 	  
20:10 29.01.2020 	 2,74 	 3,48 	 3,51 	 5 	 6 	 7 	 987 	 -0,3 	  
20:00 29.01.2020 	 2,7 	 3,39 	 3,42 	 4 	 6 	 10 	 987 	 -0,7 	  
19:50 29.01.2020 	 2,66 	 3,38 	 3,4 	 5 	 6 	 4 	 987 	 -0,8 	  
19:40 29.01.2020 	 2,61 	 3,3 	 3,33 	 4 	 6 	 8 	 987 	 -0,3 	  
19:30 29.01.2020 	 2,54 	 3,25 	 3,28 	 5 	 6 	 5 	 987 	 -0,9 	  
19:20 29.01.2020 	 2,48 	 3,18 	 3,21 	 5 	 7 	 4 	 987 	 -0,9 	  
19:10 29.01.2020 	 2,42 	 3,12 	 3,14 	 4 	 6 	 3 	 987 	 -1,1 	  
19:00 29.01.2020 	 2,34 	 3,01 	 3,04 	 4 	 6 	 4 	 987 	 -1 	  
18:50 29.01.2020 	 2,26 	 2,94 	 2,97 	 4 	 6 	 12 	 987 	 0,2 	  
18:40 29.01.2020 	 2,18 	 2,85 	 2,88 	 3 	 5 	 358 	 987 	 -1,1 	  
18:30 29.01.2020 	 2,09 	 2,76 	 2,79 	 3 	 5 	 356 	 987 	 -1,1 	  
18:20 29.01.2020 	 2 	 2,69 	 2,71 	 5 	 6 	 2 	 987 	 -1,1 	  
18:10 29.01.2020 	 1,91 	 2,6 	 2,62 	 4 	 5 	 359 	 987 	 -1,1 	  
18:00 29.01.2020 	 1,82 	 2,47 	 2,5 	 3 	 5 	 11 	 987 	 -0,8 	  
17:50 29.01.2020 	 1,72 	 2,4 	 2,42 	 3 	 5 	 12 	 987 	 -1,4 	  
17:40 29.01.2020 	 1,62 	 2,29 	 2,31 	 3 	 5 	 10 	 987 	 -1,3 	  
17:30 29.01.2020 	 1,54 	 2,21 	 2,23 	 3 	 4 	 9 	 987 	 -1,1 	  
17:20 29.01.2020 	 1,44 	 2,11 	 2,13 	 3 	 5 	 18 	 987 	 -0,6 	  
17:10 29.01.2020 	 1,34 	 2,01 	 2,03 	 2 	 4 	 29 	 987 	 -0,8 	  
17:00 29.01.2020 	 1,26 	 1,94 	 1,96 	 1 	 2 	 16 	 987 	 -1 	  
16:50 29.01.2020 	 1,18 	 1,83 	 1,85 	 1 	 2 	 269 	 987 	 -1,2 	  
16:40 29.01.2020 	 1,09 	 1,76 	 1,78 	 0 	 1 	 124 	 987 	 -0,3 	  
16:30 29.01.2020 	 1,02 	 1,7 	 1,72 	 1 	 2 	 91 	 987 	 -0,7 	  
16:20 29.01.2020 	 0,94 	 1,61 	 1,63 	 1 	 2 	 281 	 987 	 -0,9 	  
16:10 29.01.2020 	 0,87 	 1,56 	 1,58 	 1 	 3 	 304 	 987 	 -0,4 	  
16:00 29.01.2020 	 0,82 	 1,49 	 1,51 	 1 	 2 	 266 	 987 	 -0,3 	  
15:50 29.01.2020 	 0,76 	 1,49 	 1,51 	 1 	 2 	 231 	 987 	 -0,9 	  
15:40 29.01.2020 	 0,72 	 1,42 	 1,43 	 1 	 3 	 10 	 987 	 0,4 	  
15:30 29.01.2020 	 0,68 	 1,42 	 1,44 	 2 	 4 	 3 	 987 	 0,7 	  
15:20 29.01.2020 	 0,65 	 1,35 	 1,36 	 3 	 4 	 8 	 987 	 0,5 	  
15:10 29.01.2020 	 0,63 	 1,34 	 1,36 	 3 	 5 	 3 	 987 	 -0,1 	  
15:00 29.01.2020 	 0,62 	 1,33 	 1,35 	 4 	 6 	 2 	 987 	 -0,2 	  
14:50 29.01.2020 	 0,62 	 1,3 	 1,32 	 4 	 5 	 360 	 987 	 0,3 	  
14:40 29.01.2020 	 0,62 	 1,41 	 1,42 	 4 	 6 	 357 	 987 	 0,9 	  
14:30 29.01.2020 	 0,64 	 1,31 	 1,33 	 2 	 3 	 351 	 987 	 0,9 	  
14:20 29.01.2020 	 0,66 	 1,41 	 1,43 	 2 	 3 	 345 	 988 	 1 	  
14:10 29.01.2020 	 0,7 	 1,42 	 1,43 	 2 	 3 	 329 	 988 	 0,6 	  
14:00 29.01.2020 	 0,74 	 1,47 	 1,49 	 2 	 3 	 328 	 988 	 0,2 	  
13:50 29.01.2020 	 0,79 	 1,54 	 1,56 	 2 	 4 	 354 	 988 	 0,2 	  
13:40 29.01.2020 	 0,85 	 1,57 	 1,59 	 2 	 2 	 28 	 988 	 0,4 	  
13:30 29.01.2020 	 0,91 	 1,67 	 1,68 	 2 	 3 	 29 	 988 	 1 	  
13:20 29.01.2020 	 0,98 	 1,7 	 1,72 	 3 	 4 	 1 	 988 	 0,1 	  
13:10 29.01.2020 	 1,06 	 1,78 	 1,8 	 2 	 3 	 345 	 988 	 -0,6 	  
13:00 29.01.2020 	 1,15 	 1,92 	 1,95 	 2 	 3 	 341 	 988 	 -1,5 	  
12:50 29.01.2020 	 1,24 	 1,94 	 1,96 	 2 	 3 	 325 	 988 	 -1,9 	  
12:40 29.01.2020 	 1,34 	 2,09 	 2,12 	 1 	 2 	 334 	 988 	 -1,6 	  
12:30 29.01.2020 	 1,43 	 2,14 	 2,16 	 2 	 3 	 324 	 988 	 -1,6 	  
12:20 29.01.2020 	 1,53 	 2,24 	 2,26 	 1 	 1 	 338 	 988 	 -0,6 	  
12:10 29.01.2020 	 1,63 	 2,41 	 2,43 	 1 	 3 	 353 	 988 	 -0,9 	  
12:00 29.01.2020 	 1,74 	 2,47 	 2,5 	 2 	 3 	 359 	 988 	 -1,5 	  
11:50 29.01.2020 	 1,84 	 2,57 	 2,59 	 2 	 3 	 356 	 988 	 -1,8 	  
